EIN,Name,City,State
542189646,BOX OF RAIN FOUNDATION INC,ANNAPOLIS,MD
237089193,BOY SCOUTS OF AMERICA,BALTIMORE,MD
520854288,BOYDS ORGANIZATION FOR YOUTH DEVELOPMENT SERVICES INC,BOYDS,MD
522108309,BOYER-GILBERT FAM FOUNDATION INC,HIGHLAND,MD
522350234,BREAD OF LIFE MINISTRIES,ABERDEEN,MD
465419712,BRIDGE THE GAP INC,KENSINGTON,MD
521727176,BRIDGEWAY COMMUNITY CHURCH,COLUMBIA,MD
530230056,BRIGGS CENTER FOR FAITH AND ACTION,BETHESDA,MD
203020528,BRIGHTSIDE FOUNDATION INCORPORATED,OWINGS MILLS,MD
521056690,BROADMEAD INC,COCKEYSVILLE,MD
521993549,BROKEN BREAD INC,BALTIMORE,MD
474126286,BROKEN SPOKE FAMILY ASSOCIATION INC,PERRYMAN,MD
455489464,BROOK LANE FOUNDATION INC,HAGERSTOWN,MD
521569388,BROTHERHOOD AND SISTERHOOD BSI INTERNATIONAL,SILVER SPRING,MD
521994903,BROTHERS UNITED WHO DARE TO CARE,HAGERSTOWN,MD
204185551,BRUCE EDWARDS ALS RESEARCH FOUNDATION INC,CROWNSVILLE,MD
204298568,BRUCE S AND BETTY L HALL CHARITABLE FOUNDATION INC,SALISBURY,MD
237399066,BRYANS ROAD VOL FIRE DEPT & RESCUE SQUAD INC,BRYANS ROAD,MD
237121084,BRYN MAWR SCHOOL ALUMNAE ASSOCIATION,BALTIMORE,MD
521929311,BUCKINGHAMS CHOICE INC,ELDERSBURG,MD
522283017,BUCKINGHAMS CHOICE RESIDENTS ASSOCIATION INC,ADAMSTOWN,MD
43603095,BUCKTOWN VILLAGE FOUNDATION,CAMBRIDGE,MD
431997961,BUENA ONDA INC,CHEVY CHASE,MD
205657328,BUFFY AND WILLIAM CAFRITZ FAMILYFOUNDATION INC,BETHESDA,MD
522341783,BUILDERS INC,CAPITOL HGTS,MD
237070298,BUILDING OWNERS & MANAGERS INSTITUTE INTERNATIONAL INC,ANNAPOLIS,MD
522003915,BUILDING SCIENCE TECHNOLOGY AND EDUCATION PARTNERSHIPS INC,BROOKLANDVL,MD
521754819,BULGARIAN-AMERICAN SOCIETY INC,BETHESDA,MD
522344749,BURTON CHARITABLE FOUNDATION,BETHESDA,MD
521831491,BURTONSVILLE PLAYERS INC,LAUREL,MD
463553839,BUSINESS NETWORK FOR MARYLAND OFFSHORE WIND INC,TOWSON,MD
770619731,BUTLER LAX,BUTLER,MD
366008818,BUTZ FOUNDATION,ADAMSTOWN,MD
451448807,BUTZ FOUNDATION INC,FREDERICK,MD
464684600,BWRIGHT CANCER AWARENESS FOUNDATION,BOWIE,MD
30543078,BY HIS SPIRIT ASSEMBLY,GLENARDEN,MD
205826726,C B LAUB FAMILY FOUNDATION INC,POTOMAC,MD
520591537,C BURR ARTZ LIBRARY,FREDERICK,MD
300722614,C MILTON WRIGHT HIGH SCHOOL BAND PARENTS ORGANIZATION,BEL AIR,MD
454324513,C&C ADVOCACY INC,BALTIMORE,MD
264630270,C-HERS LACROSSE CLUB INC,WESTMINSTER,MD
522310500,CAL RIPKEN SR FOUNDATION INC,BALTIMORE,MD
522143040,CALVERT ALL STARS INC,CHESAPEAK BCH,MD
521675919,CALVERT ALLIANCE AGAINST SUBSTANCE ABUSE INC,PRNC FREDERCK,MD
237259823,CALVERT COUNTY HISTORICAL SOCIETY INC,PRNC FREDERCK,MD
522169902,CALVERT COUNTY LIONS CLUB INC,PRNC FREDERCK,MD
522176933,CALVERT COUNTY PUBLIC LIBRARY FOUNDATION INC,PRNC FREDERCK,MD
521974885,CALVERT ENVIRONMENTAL TRUST FOR YOUTH INC,PRNC FREDERCK,MD
520619000,CALVERT MEMORIAL HOSPITAL OF CALVERT COUNTY,PRNC FREDERCK,MD
521655745,CALVERT OPTIMIST COMMUNITY PARKS FOUNDATION INC,PRNC FREDERCK,MD
273177696,CALVERT PINES SENIOR CENTER COUNCIL INC,PRNC FREDERCK,MD
521591398,CALVERT SOCIAL INVESTMENT FOUNDATION INC,BETHESDA,MD
471854238,CAMBRIDGE COMMUNITY RADIO INC,CAMBRIDGE,MD
273517378,CAMBRIDGE SOUTH DORCHESTER HIGH SCHOOL SPORTS BOOSTERS,CAMBRIDGE,MD
526000310,CAMBRIDGE-SOUTH DORCHESTER HIGH SCHOOL MUSIC BOOSTERS INC,CAMBRIDGE,MD
520819092,CAMP FARTHEST OUT INC,BALTIMORE,MD
260214249,CAMP PUHTOK FOR BOYS AND GIRLS INC,MONKTON,MD
455120222,CAMP ROCK INC,BALTIMORE,MD
432035685,CAMPAIGN FOR FRESH AIR & CLEAN POLITICS INC,KENSINGTON,MD
521557802,CAMPAIGN FOR OUR CHILDREN INC,BALTIMORE,MD
203112832,CANCER SUPPORT FOUNDATION INC,ELLICOTT CITY,MD
521738635,CAPE ST CLAIRE PARENT TEACHER ORGANIZATION,ANNAPOLIS,MD
462984095,CAPITAL E INC,BETHESDA,MD
204904646,CAPITOL AREA TELUGU SOCIETY,GAITHERSBURG,MD
205703664,CARDINAL CREASE CLUB FOUNDATION INC,TOWSON,MD
50604605,CARDINAL DIAMOND FOUNDATION INC,COCKEYSVILLE,MD
462712667,CARDINAL SOCCER CLUB FOUNDATION INC,FOREST HILL,MD
526054177,CARE FOUNDATION INCORPORATED,HAMPSTEAD,MD
900534695,CARING OUTREACH FOR SENIORS CORP,FT WASHINGTON,MD
522002734,CARLYNN AND LAWRENCE SILVERMAN FAMILY FOUNDATION INC,CHEVY CHASE,MD
274260900,CARMAN LAY FOUNDATION INC,COCKEYSVILLE,MD
521511891,CAROL JEAN CANCER FOUNDATION INC,COLUMBIA,MD
204505689,CAROLINE FOUNDATION FOR MENTAL HEALTH INC,DENTON,MD
202159382,CAROLINE HUMAN SERVICES COUNCIL INC,DENTON,MD
462576892,CAROLYN E PARKER FOUNDATION INC,HUGHESVILLE,MD
521679098,CARROLL BALDWIN MEMORIAL INSTITUTE INC,SAVAGE,MD
521437535,CARROLL COUNTY EXTENSION ADVISORY COUNCIL INC,WESTMINSTER,MD
262447881,CARROLL COUNTY PUBLIC SCHOOLS EDUCATION FOUNDATION,WESTMINSTER,MD
522272565,CARVER CENTER FOUNDATION INC,TOWSON,MD
455344327,CASA HOGAR BENDITOS DE MI PADRE,SILVER SPRING,MD
460647107,CASA OF ALLEGANY COUNTY,CUMBERLAND,MD
134367005,CASA OF QUEEN ANNES & KENT COUNTIES,CENTREVILLE,MD
275489405,CASA SAN BERNARDO INC,RIVERDALE PK,MD
522151252,CASTLETON HOMES INC,GREENBELT,MD
