EIN,Name,City,State
473273191,HEART PROGRAM INC,BALTIMORE,MD
275455536,HEARTBEAT NEW SOUND FOUNDATION INC,ROCKVILLE,MD
526060576,HEARTS AND HOMES FOR YOUTH INC,BURTONSVILLE,MD
465316699,HEAVENS HAVEN OUTREACH MINISTRIES INC,BALTIMORE,MD
530196508,HEBREW HOME OF GREATER WASHINGTON INC,ROCKVILLE,MD
521522573,HELENA FOUNDATION INC,CROWNSVILLE,MD
521102053,HELLENIC CENTER INC,BETHESDA,MD
205301915,HELP AFRICAN LIBRARIES,BOWIE,MD
752982958,HELP AMERICA,GAITHERSBURG,MD
311596909,HELP YOU TOO,WALDORF,MD
521489398,HELPERS OVERCOMING PROBLEMS EFFECTIVELY HOPE OF SOUTHERN MARYL,LEXINGTON PK,MD
271709142,HELPING FORCE WELFARE TRUST,GERMANTOWN,MD
272176210,HELPING HAND FOR YOUR BUSINESS FOUNDATION INC,MITCHELLVILLE,MD
300526051,HELPING HOMETOWN HEROES FOUNDATION LTD,WOODBINE,MD
522133587,HENRY B AND JESSIE W KEISER FOUNDATION INC,BETHESDA,MD
223337679,HEPATITIS FOUNDATION INTERNATIONAL INC,SILVER SPRING,MD
200867520,HEREDITARY SOCIETY COMMUNITY OF THE UNITED STATES OF AMERICA,FINKSBURG,MD
521251898,HEREFORD ZONE RECREATION AND PARKS COUNCIL,PARKTON,MD
521967565,HERITAGE CARE INC,HYATTSVILLE,MD
522192413,HEROS LACROSSE INC,ARNOLD,MD
431950765,HEROS TOURNAMENT LACROSSE CLUB INC,ELLICOTT CITY,MD
522165814,HEZEKIAH MOVEMENT,BALTIMORE,MD
202330145,HFAM FOUNDATION FOR EDUCATION AND RESEARCH INC,LINTHICUM,MD
521542230,HH MEDSTAR HEALTH INC,COLUMBIA,MD
521122140,HIBERNIAN SOCIETY OF BALTIMORE,TIMONIUM,MD
472276734,HIGH GLEN PUBLIC INC,FREDERICK,MD
30504767,HIGHLAND FESTIVAL GARRETT COUNTY INC,OAKLAND,MD
521849251,HIGHLANDS SCHOOL INC,BEL AIR,MD
520813673,HILLCREST HEIGHTS BOYS CLUB INC,TEMPLE HILLS,MD
521266619,HILLS ANGELS GYMNASTIC TEAM INCORPORATED,GAITHERSBURG,MD
522249151,HILLTOP CHILD CARE CENTER INC,CLARKSVILLE,MD
264558691,HINDU AMERICAN COMMUNITY SERVICES INC,POTOMAC,MD
521923199,HIRAM GRAND FOUNDATION INCORPORATED,BALTIMORE,MD
522305270,HISPANIC BUSINESS FOUNDATION OF MARYLAND INC,BETHESDA,MD
521430327,HISTORIC CAMBRIDGE INC,CAMBRIDGE,MD
270013610,HISTORIC JONESTOWN INC,BALTIMORE,MD
262700337,HISTORIC TEXTILE RESEARCH FOUNDATION INC,GIBSON ISLAND,MD
237075378,HISTORICAL SOCIETY OF CECIL COUNTY,ELKTON,MD
526054081,HISTORICAL SOCIETY OF HARFORD COUNTY INC,BEL AIR,MD
526044645,HISTORICAL SOCIETY OF TALBOT COUNTY,EASTON,MD
453565751,HISTORY IN2 ART INC,DERWOOD,MD
911937345,HITTMAN FAMILY FOUNDATION INC,BALTIMORE,MD
522294656,HODES PESSIN & KATZ FOUNDATION INC,TOWSON,MD
473665153,HOLDING HANDS FOR HALEY FOUNDATION,CUMBERLAND,MD
273412284,HOLLY CENTER AUXILIARY INC,SALISBURY,MD
20784705,HOLLY SPRINGS NATURE CONSERVANCY AND WILDLIFE SANCTUARY INC,HAMPSTEAD,MD
262037728,HOME FOR THEATER PERFORMERS INC,BOWIE,MD
521813511,HOMENETMEN OF GREATER WASHINGTON INC,BETHESDA,MD
542119728,HOMES FOR ARUNDEL INC,ANNAPOLIS,MD
522148579,HOMES FOR SHIPPENSBURG INC,ANNAPOLIS,MD
262624652,HOMEWOOD AT SHENANDOAH VALLEY INC,WILLIAMSPORT,MD
463740178,HONG SPORTS ACADEMY INC,GAITHERSBURG,MD
462318576,HONORS CLASS INC,FREDERICK,MD
521961144,HOOD COLLEGE FOUNDATION INC,FREDERICK,MD
261691517,HOPE AND LIFE OUTREACH INC,SALISBURY,MD
521845968,HOPE DEVELOPMENT COMPANY,BALTIMORE,MD
202392164,HOPE FOR MORROPE FOUNDATION INC,OWINGS MILLS,MD
527046468,HOPE FOR THE FUTURE FOUNDATION,OLNEY,MD
510596442,HOPE FOR TOMORROW INC,ROCKVILLE,MD
371752425,HOPE FOR WOMEN IN NEEDS INC,GERMANTOWN,MD
263362986,HOPE FORWARD INC,BALTIMORE,MD
271619966,HOPE LOANPORT INC,BALTIMORE,MD
223953324,HOPE THROUGH EDUCATION,SILVER SPRING,MD
200501584,HOPE TRANSPORTATION,WHITE PLAINS,MD
474423393,HORIZONS SALISBURY INC,SALISBURY,MD
521277255,HORTICULTURE SOCIETY OF MARYLAND INC,LUTHVLE TIMON,MD
520608017,HOSPITAL FOR CONSUMPTIVES OF MARYLAND,BALTIMORE,MD
262717988,HOT SPOTS EXTENDED CARE PROGRAMS INC,LUTHERVILLE,MD
841710524,HOT TOPIC ALL STARS INC,CLINTON,MD
451676778,HOUSE OF HOPE ANIMAL RESCUE INC,ELKTON,MD
521760774,HOUSING UNLIMITED INC,SILVER SPRING,MD
522119018,HOWARD COMMUNITY HEALTH FOUNDATION INC,COLUMBIA,MD
521927920,HOWARD COUNTY ANTIQUE FARM MACHINERY CLUB INC,W FRIENDSHIP,MD
521219079,HOWARD COUNTY ARTS COUNCIL,ELLICOTT CITY,MD
271678378,HOWARD COUNTY DENTAL ASSOCIATION INC,COLUMBIA,MD
521146948,HOWARD COUNTY POETRY & LITERARY SOCIETY,COLUMBIA,MD
454731127,HPI INSTITUTE INC,ROCKVILLE,MD
451582723,HR SOURCE FOUNDATION,LANDOVER,MD
311531885,HRLD FOUNDATION INC,COLUMBIA,MD
521489134,HUGHESVILLE VOL FIRE DEPT AND RESUE SQUAD INC,HUGHESVILLE,MD
521583669,HUMAN DEVELOPMENT CORPORATION,EDGEWATER,MD
753168424,HUMAN SERVICES COALITION OF PRINCE GEORGES COUNTY,BOWIE,MD
520689149,HUMANE SOCIETY OF CARROLL CO INC,WESTMINSTER,MD
520542025,HUMANE SOCIETY OF WASHINGTON COUNTY INCORPORATED,HAGERSTOWN,MD
237015204,HUMANE SOCIETY OF WICOMICO COUNTY INC,SALISBURY,MD
520962588,HUMANIM INC,COLUMBIA,MD
522308938,HYATTSVILLE COMMUNITY DEVELOPMENT CORPORATION,HYATTSVILLE,MD
680551183,IB FUND US INC,BETHESDA,MD
521842046,IDALEE AND JACK DIENER CHARITABLE FOUNDATION INC,SILVER SPRING,MD
521648449,IGLESIA BIBLICA PENIEL,HYATTSVILLE,MD
272299877,IGLESIA DE CRISTO PENTECOSTES INC,GERMANTOWN,MD
454857978,IGLESIA DE DIOS PROFETICA DEL VIVIENTE QUE TE VE,GREENBELT,MD
800405292,IGLESIA EVANGELICA MISIONERA APOSTOLES Y PROFETAS EF 2 20 DE,BELTSVILLE,MD
352276415,IGLESIA EVANGELICA MISIONERA APOSTOLES Y PROFETAS EF 2 20 DE HY,HYATTSVILLE,MD
270397420,ILLUMINATE THE JOURNEY,INDIAN HEAD,MD
61821118,IM STILL STANDING BY GRACE INC,BALTIMORE,MD
202338461,IMAGES FOR CHANGE INC,BALTIMORE,MD
270271460,IMESI-ILE DESCENDANTS ASSOCIATION-USA INCORPORATED,SEVERN,MD
43844963,IMMANUEL SENIOR LIVING HOMES INC,SILVER SPRING,MD
900138987,IMMIGRATION OUTREACH SERVICE CENTER INC,BALTIMORE,MD
