EIN,Name,City,State
521230183,PACT HELPING CHILDREN WITH SPECIAL NEEDS INC,BALTIMORE,MD
451253812,PALLAS THEATRE COLLECTIVE INC,ROCKVILLE,MD
680652119,PAN AFRICA CHILDREN ADVOCACY WATCH INC,BETHESDA,MD
454913732,PARENT BOOSTER USA INC,JOPPA,MD
522269399,PARENTING PLUS ASSOC INC,NORTH POTOMAC,MD
264748475,PARENTS ASSOCIATION ROCHAMBEAU,FT WASHINGTON,MD
522075563,PARENTS CLUB OF BOY SCOUT TROOP 497 INC,TOWSON,MD
237263795,PARENTS COUNCIL OF WASHINGTON,BETHESDA,MD
521693204,PARENTS PLACE OF MARYLAND INC,GLEN BURNIE,MD
522212266,PARK HEIGHTS COMMUNITY HEALTH ALLIANCE INC,BALTIMORE,MD
262982081,PARK SIDE MANAGEMENT INC,OAKLAND,MD
542048636,PARKINSON FOUNDATION OF THE NATIONAL CAPITAL AREA INC,SILVER SPRING,MD
451605551,PARTNERS FOR CANCER CARE AND PREVENTION INC,BALTIMORE,MD
901028797,PARTNERS FOR LEADERSHIP RESOURCES FOR CHURCHES IN AFRICA,EASTON,MD
233097238,PARTNERSHIP FOR QUALITY MEDICAL DONATIONS,ANNAPOLIS,MD
562317509,PASADENA CHARGERS INC,PASADENA,MD
510289509,PASCAL SENIORS INCORPORATED,GLEN BURNIE,MD
462215455,PATHWAY TO HEALTHY FAMILIES,FT WASHINGTON,MD
300186963,PATRICK JOHN BENNETT JR MEMORAL FUND,COCKEYSVILLE,MD
522044708,PATRIOTS INC,CAPITOL HEIGHTS,MD
522193891,PATTERSON FOUNDATION INC,CHEVY CHASE,MD
10819395,PATTERSON PARK PUBLIC CHARTER,BALTIMORE,MD
237433886,PATUXENT RIVER NAVAL AIR MUSEUM ASSOCIATION INC,LEXINGTON PK,MD
474692250,PATUXENT RIVER NAVAL AVIATION MUSEUM FOUNDATION,LEONARDTOWN,MD
527011675,PAUL V & MARGARET H RENOFF FAMILY FOUNDATION,BALTIMORE,MD
522042769,PAWS FOR LIFE INC,CHESAPEAKE CY,MD
461726716,PAY IT FORWARD INC,ELKRIDGE,MD
452873122,PAYNE FAMILY FOUNDATION,BALTIMORE,MD
753131868,PDG REHABILITATION SERVICES INCORPORATED,MILLERSVILLE,MD
432080719,PEARLSTONE CONFERENCE & RETREAT CENTER INC,REISTERSTOWN,MD
521249913,PEARLSTONE FAMILY FUND INC,BALTIMORE,MD
464081760,PEER2PEER RECOVERY SERVICES,ROCKVILLE,MD
521006116,PEERLESS ROCKVILLE HISTORIC PRESERVATION LTD,ROCKVILLE,MD
520591628,PENINSULA REGIONAL MEDICAL CENTER,SALISBURY,MD
521590195,PENN MAR ORGANIZATION INC,FREELAND,MD
521207942,PENN MAR ORGANIZATION INC,FREELAND,MD
522026972,PENNYGHAEL FOUNDATION INC,BALTIMORE,MD
342014843,PENTECOSTAL CHURCH NEW REBIRTH,BALTIMORE,MD
521110633,PEOPLE FOR BETTER HOUSING INC,FEDERALSBURG,MD
521317246,PEOPLES HOMESTEADING GROUP INC,BALTIMORE,MD
521929077,PEP FOUNDATION INC,BALTIMORE,MD
522130184,PEPPERMAN-ALPERT MEMORIAL SCHOLARSHIP FUND,NORTH POTOMAC,MD
311630132,PERENNIAL GARDEN CLUB,POTOMAC,MD
522121311,PERFORMABILITIES INC,PARKVILLE,MD
465214418,PERFORMING ARTS CENTER FOR AFRICAN CULTURES,LAUREL,MD
