EIN,Name,City,State
320012257,GERMANTOWN SCHOOL COMMUNITY HERITAGE CENTER INC,BERLIN,MD
521726080,GERSON G AND SANDY F EISENBERG FOUNDATION INC,BALTIMORE,MD
311631984,GET THE MESSAGE INC,RANDALLSTOWN,MD
521408885,GFWC CIVIC CLUB OF OAKLAND MARYLAND INC,OAKLAND,MD
200506294,GIBBONS FAMILY FOUNDATION INCORPORATED,OWINGS MILLS,MD
473102469,GIFT OF GOD MINISTRIES INC,ROCKVILLE,MD
237052207,GIRLS INC OF WASHINGTON COUNTY,HAGERSTOWN,MD
264714181,GIVING BACK - LINDAS LEGACY LTD,SEVERNA PARK,MD
201263796,GLA YOUTH CHURCH INC,BALTIMORE,MD
521481002,GLASS MENTAL HEALTH FOUNDATION INC,BALTIMORE,MD
453180508,GLENELG MARCHING UNIT BOOSTERS INC,GLENELG,MD
521683696,GLENN L MARTIN MARYLAND AVIATION MUSEUM INC,MIDDLE RIVER,MD
521927912,GLENREED HOUSING INC,ROCKVILLE,MD
237121331,GLENWOOD LIFE-COUNSELING CENTER INC,BALTIMORE,MD
900451357,GLOBAL COMMUNITY INVESTMENT STRATEGIES INC,GLENN DALE,MD
521726600,GLOBAL DEVELOPMENTAL SERVICES FOR YOUTH INC,SEAT PLEASANT,MD
133151578,GLOBAL FUTURES NETWORK INC,GERMANTOWN,MD
262251384,GLOBAL RUNNING CLUB INC,SPRINGDALE,MD
522262065,GLOBAL TRANSFORMATION NETWORK INC,CATONSVILLE,MD
760788157,GODS BATTLE AXE MINISTRIES INC,BOWIE,MD
30420587,GODS CHURCH OF GRACE AND MERCY,BALTIMORE,MD
275349297,GODS TENDER MERCY INC,WHITE HALL,MD
274380757,GOLD STAR MOTHERS MARYLAND CHAPTER,ABINGDON,MD
453515527,GOLDEN NETWORK INC,SILVER SPRING,MD
522194701,GOLDHEART GOLDEN RETRIEVERS RESCUE INC,CHESTER,MD
521171571,GOLDSBORO VOLUNTEER FIRE COMPANY INCORPORATED,GOLDSBORO,MD
526074460,GOLFERS CHARITABLE ASSOCIATION INC,TOWSON,MD
263766935,GOLFERS FOR CHARITY INC,FREELAND,MD
593799414,GOOD FRIENDS USA INC,BELTSVILLE,MD
520591576,GOODWILL INDUSTRIES OF THE CHESAPEAKE INC,BALTIMORE,MD
455221005,GOODWILL MISSION AND JOB CREATION SERVICES,ROCKVILLE,MD
526034786,GORFINE FOUNDATION INC,BALTIMORE,MD
521837801,GOSPEL CARRIER INTERNATIONAL INC,GAITHERSBURG,MD
202515286,GOSPEL TABERNACLE OUTREACH MINISTRIES INC,BALTIMORE,MD
521767577,GOVANS ECUMENICAL DEVELOPMENT CORPORATION,BALTIMORE,MD
880519291,GRACE & TRUTH GOSPEL CHURCH,EDGEWOOD,MD
270545009,GRACE ACADEMY PREPARATORY SCHOOL,UPPR MARLBORO,MD
520816532,GRACE AND ST PETERS CHURCH,BALTIMORE,MD
260182860,GRACE FOR LIFE CHRISTIAN MINISTRIES,FT WASHINGTON,MD
800741363,GRADE A TEACHING & LEARNING,BOWIE,MD
521824339,GRANITE HISTORICAL SOCIETY INC,GRANITE,MD
520909351,GRASSROOTS CRISIS INTERVENTION CENTER INC,COLUMBIA,MD
522238908,GRATEFUL PAWS INC,GRASONVILLE,MD
470945795,GREAT LIGHT PRESBYTERIAN CHURCH,COLUMBIA,MD
472151362,GREAT POCOMOKE FAIR INC,POCOMOKE CITY,MD
