EIN,Name,City,State
521967567,BALTIMORE CRICKET & SOCIAL CLUB,BALTIMORE,MD
521799922,BALTIMORE CRISIS RESPONSE INC,BALTIMORE,MD
521961406,BALTIMORE CURRICULUM PROJECT INC,BALTIMORE,MD
521379154,BALTIMORE DELTA ALUMNAE FOUNDATION INC,BALTIMORE,MD
451709541,BALTIMORE FIELD HOCKEY ASSOCIATION,PERRY HALL,MD
452429915,BALTIMORE HERITAGE AREA ASSOCIATION INC,BALTIMORE,MD
521115933,BALTIMORE INTERNATIONAL COLLEGE,BALTIMORE,MD
522063566,BALTIMORE INTERNATIONAL SEAFARERS CENTER INC,BALTIMORE,MD
462312665,BALTIMORE KIWANIS INCUBATOR FOUNDATION INC,BALTIMORE,MD
526055474,BALTIMORE KIWANIS TRUST FUND,BALTIMORE,MD
520743353,BALTIMORE NEIGHBORHOODS INC,BALTIMORE,MD
465067721,BALTIMORE NEXT GENERATION INVESTING EVENT INC,BALTIMORE,MD
461215609,BALTIMORE REGIONAL HOUSING PARTNERSHIP INC,BALTIMORE,MD
520703403,BALTIMORE RESCUE MISSION INC,BALTIMORE,MD
471406439,BALTIMORE ROCK OPERA SOCIETY INC,BALTIMORE,MD
202259987,BALTIMORE SHIDDUCH INITIATIVE INC,BALTIMORE,MD
463220672,BALTIMORE STREETCAR CAMPAIGN INC,BALTIMORE,MD
262914891,BALTIMORE STUDENT MEDIA INC,TOWSON,MD
770659339,BALTIMORE SYMPHONY ENDOWMENT TRUST,BALTIMORE,MD
522085844,BALTIMORE TEACHER NETWORK,BALTIMORE,MD
521319713,BALTIMORE THEATRE PROJECT,BALTIMORE,MD
521756326,BALTIMORE WASHINGTON EMERGENCY PHYSICIANS INC,GLEN BURNIE,MD
461575325,BANGLADESH CHRISTIAN ASSOCIATION INC,SILVER SPRING,MD
264348468,BARBARA AND GEORGE CROMWELL FOUNDATION,ARNOLD,MD
521336863,BARRIE SCHOOL A NON-PROFIT CORPORATION,SILVER SPRING,MD
271409079,BARRIO LA PLANTA PROJECT,SILVER SPRING,MD
141877381,BARSTOW ACRES CHILDRENS CENTER INC,PRNC FREDERCK,MD
521905113,BASEBALL FACTORY AND TEAM ONE FOUNDATION,COLUMBIA,MD
271905399,BASRA PROSTHETICS FOR LIFE INC,GAITHERSBURG,MD
274422443,BATTIE MIXON INC,CUMBERLAND,MD
521595731,BATTLE OF THE BULGE HISTORICAL FOUNDATION INC,SILVER SPRING,MD
270031467,BAY THEATRE COMPANY INC,ARNOLD,MD
271430846,BAYO ADEYOKUNNU MINISTRIES INTERNATIONAL INC,BOWIE,MD
542130246,BAYSIDE HISTORY MUSEUM INC,NORTH BEACH,MD
260429690,BAYSIDE QUILTERS OF THE EASTERSHORE INC,EASTON,MD
320031248,BCC - IWLA LEGACY FOUNDATION INC,POOLESVILLE,MD
352435139,BEACH LACROSSE CLUB LTD,OCEAN CITY,MD
800834064,BEHAVIORAL HEALTH NAVIGATORS CENTER INCORPORATION,CLINTON,MD
261578489,BEL AIR HIGH SCHOOL CHEMICAL FREE EVENTS INC,BEL AIR,MD
452665196,BELIEVE BIG INC,GLYNDON,MD
472710728,BELOVED INC,BEL AIR,MD
202875649,BELVEDERE ASSISTED LIVING INC,BALTIMORE,MD
530205921,BENDER JCC OF GREATER WASHINGTON,ROCKVILLE,MD
521412574,BENDIT FOUNDATION INC,BALTIMORE,MD
201646666,BENNO AND ELAYNE HURWITZ FAMILY FOUNDATION INC,BALTIMORE,MD
510246373,BEREA IN KOREA FOUNDATION,ACCOKEEK,MD
521570656,BERNARD D CROOKE JR FOUNDATION,OLNEY,MD
203850421,BERNARD FAMILY FOUNDATION,RIVERDALE,MD
237401141,BERNARD KRAKOW MEMORIAL FOUNDATION INC,SILVER SPRING,MD
453807352,BEST IN SHELTER INC,BETHESDA,MD
911893501,BETA PHI MU,SILVER SPRING,MD
521342137,BETHANY PRESBYTERIAN CHURCH,GAITHERSBURG,MD
364724491,BETHEL BRETHREN ASSEMBLY,ELKRIDGE,MD
522204920,BETHEL DELIVERANCE OUTREACH MINISTRIES INC,CLINTON,MD
521549459,BETHEL OUTREACH CENTER INC,BALTIMORE,MD
521729032,BETHEL OUTREACH MINISTRIES INC,CAPITOL HGTS,MD
521634919,BETHESDA CARES INC,BETHESDA,MD
521835714,BETHESDA CHEVY CHASE BASEBALL INC,BETHESDA,MD
542133240,BETHESDA MISSION ASSOCIATES INC,ROCKVILLE,MD
521948149,BETHESDA-CHEVY CHASE HIGH SCHOOL EDUCATIONAL FOUNDATION INC,BETHESDA,MD
522210732,BETTER WAY OUTREACH MINISTRIES INC,BALTIMORE,MD
264249476,BETTY JANE MALONE HOMES INC,FREDERICK,MD
522122069,BEYOND MEASURE INC,ODENTON,MD
471275954,BHARAT BHUSHAN FOUNDATION -USA,BOYDS,MD
311740643,BIJJAR FAMILY FOUNDATION,BALTIMORE,MD
262945694,BINGE EATING DISORDER ASSOCIATION INC,SEVERNA PARK,MD
526050847,BIOPHYSICAL SOCIETY,ROCKVILLE,MD
522067671,BIOTECHNICAL INSTITUTES OF MARYLAND,BALTIMORE,MD
452554200,BIRCHWOOD GROUP HOME FOUNDATION,ACCOKEEK,MD
472762161,BIRD RIVER RESTORATION CAMPAIGN,WHITE MARSH,MD
237398259,BIRTHRIGHT OF WASHINGTON D C INC,OLNEY,MD
208663241,BISHOP JOHN THOMAS WALKER NATIONALLEARNING CENTER INC,CHEVY CHASE,MD
261789891,BLACK AND MISSING FOUNDATION,HYATTSVILLE,MD
521759368,BLACK PROFESSIONAL MEN INC,BALTIMORE,MD
753070242,BLACKS IN GOVERNMENT,HYATTSVILLE,MD
202572531,BLACKSTONE RETREAT INC,NEW MARKET,MD
522209994,BLOCK & POPICK FAMILY FOUNDATION INC,CHEVY CHASE,MD
460637049,BLUE MOON RISING CENTER FOR SUSTAINABLE EDUCATION INC,MCHENRY,MD
472031636,BLUNT MARSH CONSERVATION PROJECT INC,STEVENSVILLE,MD
753124436,BMA-NA HUMANITARIAN & EDUCATIONAL FUND,BALTIMORE,MD
522131445,BOLTCUTTERS MINISTRIES INTERNATIONAL INC,LAUREL,MD
521211490,BOLTON HILL NURSERY INC,BALTIMORE,MD
520591555,BON SEYCOURS OF MARYLAND FOUNDATION,BALTIMORE,MD
522374468,BOND SERVANTS INC,CAMBRIDGE,MD
521259616,BOONSBORO AMBULANCE AND RESCUE SERVICE INCORPORATED,BOONSBORO,MD
237346094,BOONSBORO SENIOR HIGH SCHOOL BAND BOOSTERS INCORPORATED,BOONSBORO,MD
474092671,BORINQUENEERS CONGRESSIONAL GOLD MEDAL CEREMONY NATIONAL COMMITTEE,BALTIMORE,MD
462737558,BOSTON MARATHON RELIEF FUND INC,PARKTON,MD
522136027,BOWES FOUNDATION INC,BEL AIR,MD
