EIN,Name,City,State
522284579,HOLADAY FAMILY FOUNDATION INC,BETHESDA,MD
521810176,HOLINESS CHURCH OF GOD OF BETHLEHEM INC,BELTSVILLE,MD
510672546,HOLLY FOUNDATION INC,ANNAPOLIS,MD
522221641,HOLY LAMB MINISTRIES INC,BALTIMORE,MD
522175622,HOLY LAND CHRISTIAN ECUMENICAL FOUNDATION INC,BETHESDA,MD
562580917,HOLY TRINITY FAMILY SUPPORT CENTER CORPORATION,BALTIMORE,MD
387129012,HOLZAPFEL FAMILY CHARITABLE FOUNDATION,HAGERSTOWN,MD
510603421,HOME PORTS,CHESTERTOWN,MD
311633370,HOMELAND COMMUNITY FOUNDATION,BALTIMORE,MD
520885969,HOMER AND MARTHA GUDELSKY FAMILY FOUNDATION INC,SILVER SPRING,MD
364569310,HOMES FOR LAUREL II INC,ANNAPOLIS,MD
521931794,HOMEWOOD AT FREDERICK MD INC,WILLIAMSPORT,MD
680515611,HOPE ALIVE INC,SABILLASVILLE,MD
521943977,HOPE COMMUNITY MINISTRIES INC,BALTIMORE,MD
203792198,HOPE CONNECTIONS FOR CANCER SUPPORT INC,BETHESDA,MD
201707974,HOPE FOR CHILDREN FUND INC,BETHESDA,MD
300047236,HOPE FOUNDATION INC,GAITHERSBURG,MD
273526620,HOPE HARBOR INC,BALTIMORE,MD
383849824,HOPE IS AN ECHO,CROFTON,MD
474790368,HOPE MINISTRIES OF DELMARVA,PRINCESS ANNE,MD
264040421,HOPESPRINGS INC,BALTIMORE,MD
522229753,HOPKINS BREAST CANCER INC,SILVER SPRING,MD
461800850,HORIZONS OF KENT AND QUEEN ANNES INC,CHESTERTOWN,MD
541226141,HOSPICE CUP INC,ANNAPOLIS,MD
522153926,HOSPICE OF ST MARYS INC,LEONARDTOWN,MD
522357996,HOSPITALITY CIRCLE INC,ADELPHI,MD
453572389,HOUSE OF DAVID ADVOCATES FOR FATHERS,BALTIMORE,MD
521179034,HOUSE OF HOPE INC,OAKLAND,MD
204639859,HOUSE OF HOPE MARYLAND INCORPORATED,ASHTON,MD
521100236,HOUSE OF RUTH MARYLAND INC,BALTIMORE,MD
521976005,HOUSEHOLD OF FAITH OUTREACH MINISTRIES,BALTIMORE,MD
202526058,HOUSING OPTIONS & PLANNING ENTERPRISES INC,OXON HILL,MD
510489807,HOWARD C MULLER AND MARGUERITE E MULLER CHARITABLE FOUNDATION INC,TOWSON,MD
812243022,HOWARD COUNTY CHURCH OF CHRIST,ELLICOTT CITY,MD
521035015,HOWARD COUNTY SUMMER THEATRE INC,ELLICOTT CITY,MD
521968874,HOWARD COUNTY TENNIS ASSOCIATION INC,CLARKSVILLE,MD
203004257,HOWARD COUNTY TENNIS PATRONS INC,COLUMBIA,MD
237009965,HOWARD COUNTY YOUTH PROGRAM INC,ELLICOTT CITY,MD
521853373,HOWARD P COLHOUN FAM FOUNDATION INC,GLYNDON,MD
472457530,HOWGIRLSCODE,FULTON,MD
521587996,HUDSON HEALTH SERVICES INC,SALISBURY,MD
203934769,HUGH AND CAROLYN SHELTON MILITARYNEUROTRAUMA FOUNDATION,GAITHERSBURG,MD
272762076,HUGHESVILLE HURRICANES SPORTS ORGANIZATION INCORPORATED,HUGHESVILLE,MD
521524967,HUGO W MOSER RESEARCH INSTITUTE AT KENNEDY KRIEGER INC,BALTIMORE,MD
521212430,HUMANE SOCIETY OF CHARLES COUNTY INC,WALDORF,MD
521867792,HUNGARIAN AMERICAN CULTURAL ASSOCIATION INC,NORTH POTOMAC,MD
711021843,HUNTS CHURCH PRE SCHOOL INC,TOWSON,MD
900914376,HUSSMAN INSTITUTE INC,CANTONSVILLE,MD
464510112,HW GLOBAL FOUNDATION INC,GERMANTOWN,MD
522358747,HYATTSVILLE HEALING TEMPLE,HYATTSVILLE,MD
274016184,HYDRO-SONIC TIBURONES BOOSTERS INC,GAITHERSBURG,MD
271264582,I C A STAR N U MENTORING TUTORING SERVICES INC,TEMPLE HILLS,MD
522249617,I SAY NO 2 INC,HANOVER,MD
383736177,IB MA,EDGEWOOD,MD
526076584,IDA & JOSEPH SHAPIRO FOUNDATION INC,TIMONIUM,MD
201427003,IFRED INC,BALTIMORE,MD
900934317,IGBO COMMUNITY CIVIC CENTER INC,ROSEDALE,MD
454206287,IGLESIA APOSTOLES Y PROFETAS RIOS DE AGUA VIVA,HYATTSVILLE,MD
273065534,IGLESIA DE RESTAURACION ELIM INC,CLINTON,MD
262537130,IGLESIA EVANGELICA PACTO DIVINO,HYATTSVILLE,MD
460735804,IGLESIA MISIONERA CRISTO ES LA ROCA INC,ROCKVILLE,MD
203747826,IGLESIA MISIONERA DIOS HABLA HOY INC,SILVER SPRING,MD
20748851,IGLESIA PENTECOSTAL EL APOSENTO ALTO,GAITHERSBURG,MD
264522854,IGLESIA PENTECOSTAL EL SANTO DE ISRAEL,SILVER SPRING,MD
522207730,IGLESIA PENTECOSTES AMOR Y SANTIDAD,SILVER SPRING,MD
271254184,IHOMES,COLUMBIA,MD
208715863,IMAGINE ME MINISTRIES INC,RANDALLSTOWN,MD
520729004,IMMANUEL EVANGELICAL LUTHERAN CHURCH,MANCHESTER,MD
10782508,IMMUNIZATIONS FOR THE PUBLIC HEALTH,ANNAPOLIS,MD
521913002,IMPACT FOR CHANGE MINISTRIES INTERNATIONAL INC,FT WASHINGTON,MD
262048480,IMPACTASSETS INC,BETHESDA,MD
204808586,IMPACTING YOUR WORLD CHRISTIANCENTER INC,ELKTON,MD
522122231,IN THE BEGINNING GOD MINISTRIES,FT WASHINGTON,MD
364540423,INA KAY FOUNDATION INC,GERMANTOWN,MD
461746787,INDEPENDENT FOUNDATION INC,BALTIMORE,MD
521555563,INDIA DEVELOPMENT AND RELIEF FUND INC,N BETHESDA,MD
522100910,INDIA FORUM FOR LIBERTY & JUSTICE INC,TAKOMA PARK,MD
454498916,INDIAN HEAD CENTER FOR THE ARTS INC,INDIAN HEAD,MD
541994813,INGERSOLL FAMILY FOUNDATION,POTOMAC,MD
521272294,INNER THOUGHTS INC,CAPITOL HEIGHTS,MD
271718217,INNOVATIVE PERFORMING ARTS FOUNDATION,WALDORF,MD
521845318,INSPIRATION COMMUNITY INC,OWINGS MILLS,MD
520968602,INSPIRIT COUNSELING SERVICES INC,BALTIMORE,MD
