EIN,Name,City,State
331114602,FIVE RIVERS HOME INC,ELKTON,MD
522346966,FIVE-STAR FOUNDATION INC,ROCKVILLE,MD
621093156,FLETCHER WRIGHT MINISTRIES ASSOCATION INC,FT WASHINGTON,MD
464927430,FLIGHT 1 CARRIERS INC,BALTIMORE,MD
521649301,FLORENCE B TRUEMAN EDUCATIONAL TRUST,TRACYS LNDG,MD
453836775,FOOD RECOVERY NETWORK INC,COLLEGE PARK,MD
412182889,FOOTBALL CLUB OF BOWIE LTD,BOWIE,MD
113820931,FORESTVILLE AGAPE OUTREACH MINISTRIES INC,DISTRICT HTS,MD
521150904,FORESTVILLE VOLUNTEER FIRE DEPARTMENT INC NO 1,UPPR MARLBORO,MD
471636720,FOULGER FAMILY FOUNDATION INC,POTOMAC,MD
237135845,FOUNDATION FIGHTING BLINDNESS INC,COLUMBIA,MD
522347457,FOUNDATION FOR AFRICAN DEVELOPMENT INCORPORATED,BOWIE,MD
522216481,FOUNDATION FOR ENVIRONMENTAL SECURITY,GERMANTOWN,MD
521613111,FOUNDATION FOR EXCELLENCE IN EDUCATION INC,TOWSON,MD
521915632,FOUNDATION FOR FROSTBURG INC,FROSTBURG,MD
541492775,FOUNDATION FOR MANAGEMENT EDUCATION IN CENTRAL AMERICA,GLEN ECHO,MD
262285154,FOUNDATION FOR MANHOOD,KENSINGTON,MD
546046721,FOUNDATION FOR MENTALLY RETARDED AND HANDICAPPED CHILDREN INC,TOWSON,MD
432101518,FOUNDATION FOR OCEAN RENEWABLES LIMITED,DARNESTOWN,MD
263058665,FOUNDATION FOR SPIRITUAL EMERGENCE,SILVER SPRING,MD
262221540,FOUNDATION FOR THE BALTIMORE LEADERSHIP SCHOOL FOR YOUNG WOMEN,BALTIMORE,MD
330203771,FOUNDATION OF THE NATIONAL ASSOCIATION OF CATERING EXECUTIVES,COLUMBIA,MD
522104504,FOUNDATION OF WORLD CHILD,SILVER SPRING,MD
222442295,FOUNDATION TO DEFEND THE FIRST AMENDMENT,UPPER MARLBORO,MD
455280552,FOUNTAIN COMUNITY ENRICHMENT INC,UPPR MARLBORO,MD
522255819,FOUNTAIN OF LIFE GRACE SPRING CHURCH INC,BOWIE,MD
522256069,FOUR HOUR DAY FOUNDATION INC,TOWSON,MD
521851033,FOWBLE FOUNDATION,ARNOLD,MD
475595988,FR MOBILITY FOUNDATION INC,WESTMINSTER,MD
200847062,FRANCIS POULENC TRIO,BALTIMORE,MD
521164260,FRANCISCAN CENTER INC,BALTIMORE,MD
522121971,FRANCISCAN YOUTH CENTER INC,BALTIMORE,MD
521041780,FRANK AND BETTY WRIGHT FOUNDATION INC,POTOMAC,MD
461662450,FRANK E & MIRIAM LOVEMAN FOUNDATION INC,OWINGS MILLS,MD
261306411,FRANK ISLAM & DEBBIE DRIESMAN FOUNDATION,POTOMAC,MD
261571855,FRANK SHIRCLIFFE MEMORIAL BASKETBALL LEAGUE INC,CUMBERLAND,MD
271548282,FRANKLIN ATHLETIC BOOSTERS INC,REISTERSTOWN,MD
521523238,FRANKLIN SQUARE COMMUNITY ASSOCIATION INC,BALTIMORE,MD
271282044,FRATERNITY OF SAINT JOSEPH GUARDIAN INC,SILVER SPRING,MD
471332828,FRED SOMMER ACES TENNIS SCHOLARSHIP INC,OLNEY,MD
262230200,FREDERICK ALLIANCE FOR YOUTH INC,FREDERICK,MD
521194541,FREDERICK BALLET COMPANY,JEFFERSON,MD
521712242,FREDERICK COUNTY 4-H THERAPEUTIC RIDING PROGRAM,THURMONT,MD
900062189,FREDERICK COUNTY ASSOCIATION OF RECREATION COUNCILS,FREDERICK,MD
521423596,FREDERICK COUNTY EXTENSION ADVISORY COUNCIL INC,FREDERICK,MD
237241926,FREDERICK COUNTY LANDMARKS FOUNDATION INC,FREDERICK,MD
521857620,FREDERICK COUNTY STUDENTS MECHANICAL TRADES FOUNDATION INC,FREDERICK,MD
371538417,FREDERICK JUNIOR HOCKEY & COLLEGE DEVELOPMENT,MIDDLETOWN,MD
522182144,FREDERICK POLICE ACTIVITY LEAGUE INC,FREDERICK,MD
454133096,FREDERICK REGIONAL HEALTH SYSTEM INC,FREDERICK,MD
522170290,FREDERICK YOUTH HOCKERY ASSOCIATES INC,FREDERICK,MD
541517218,FREDERICK YOUTH SPORTS ASSOCIATION INC,BUCKEYSTOWN,MD
237305018,FREDERICKTOWNE PLAYERS INC,FREDERICK,MD
521871384,FREDRICK COUNTY ASSOCIATION OF RECREATION COUNCILS,WOODSBORO,MD
273664941,FREE BIBLE MINISTRY INC,LAUREL,MD
521823195,FREE STATE CONVENTION CORPORATION,BALTIMORE,MD
521598546,FREE STATE FLY FISHERS INC,DAVIDSONVILLE,MD
201933165,FREEDOM HILL HORSE RESCUE,DUNKIRK,MD
521751461,FREEDOM HILLS THERAPEUTIC RIDING PROGRAM INC,PORT DEPOSIT,MD
521973445,FREEDOM TO CHOOSE INC,CATONSVILLE,MD
522419186,FREESTATE SOCCER ALLIANCE INC,BOWIE,MD
261658300,FRESH START CHURCH,GLEN BURNIE,MD
113223940,FRIENDS AND ALUMNI OF OSE-USA INC,ELKRIDGE,MD
510489638,FRIENDS CARE COMMUNITY SERVICES INC,COCKEYSVILLE,MD
521036628,FRIENDS FOR NEIGHBORHOOD PROGRESS,FREDERICK,MD
522133205,FRIENDS FOUNDATION INC,RIVA,MD
522362304,FRIENDS IN JESUS EVANGELISTIC TEAM INC,CUMBERLAND,MD
522266164,FRIENDS OF ASSATEAGUE STATE PARK INC,BERLIN,MD
521930539,FRIENDS OF BROOKSIDE GARDENS INC,SILVER SPRING,MD
273370377,FRIENDS OF BUTOKE INC,BALTIMORE,MD
521992368,FRIENDS OF CLIFTON MANSION INC,BALTIMORE,MD
521576535,FRIENDS OF COLUMBIA CORPORATION,CHEVY CHASE,MD
260787284,FRIENDS OF ECOLE POLYTECHNIQUE INC,SALISBURY,MD
465466787,FRIENDS OF GREENBELT THEATRE,GREENBELT,MD
521656661,FRIENDS OF GREENWOOD INC,HYATTSVILLE,MD
522042158,FRIENDS OF HANCOCKS RESOLUTION INC,GIBSON ISLAND,MD
462321951,FRIENDS OF HERRING RUN PARKS INC,BALTIMORE,MD
521432840,FRIENDS OF JERUSALEM MILL INC,KINGSVILLE,MD
522198141,FRIENDS OF KINDER FARM PARK INC,MILLERSVILLE,MD
521544063,FRIENDS OF LESOTHO INC,KENSINGTON,MD
462129754,FRIENDS OF MARYLAND COMMUNITY BAND,COLLEGE PARK,MD
510369880,FRIENDS OF MOUNT HARMON INC,EARLEVILLE,MD
421675709,FRIENDS OF RABBINICAL ACADEMY FOR ADVANCED JEWISH STUDIES KOL SIMCHA,BALTIMORE,MD
521752964,FRIENDS OF STANLEY INSTITUTE,CAMBRIDGE,MD
270342702,FRIENDS OF TAPULANGA INC,COLUMBIA,MD
522326122,FRIENDS OF THE GUNPOWDER FALLS STATE PARK GRAHAM AREA,GLEN ARM,MD
201557504,FRIENDS OF THE NATIONAL PHILHARMONIC INC,N BETHESDA,MD
521455486,FRIENDS OF THE PATAPSCO FEMALE INST,ELLICOTT CITY,MD
264667076,FRIENDS OF THE POTOMAC COMMUNITY CENTER INC,POTOMAC,MD
521708330,FRIENDS OF THE RISING SUN LIBRARY,RISING SUN,MD
521833601,FRIENDS OF THE ST MARYS COUNTY MEMORIAL LIBRARY INC,LEONARDTOWN,MD
526044147,FRIENDS OF THE TOWSON LIBRARY INC,BALTIMORE,MD
521985229,FRIENDS OF THE WORCESTER COUNTY COMMISSION FOR WOMEN,BERLIN,MD
521934303,FRIENDS OF THE YELLOW BARN STUDIO AT GLEN ECHO PARK MARYLAND,GLEN ECHO,MD
141845860,FRIENDS OF THEE PROSTBURG COMMUNITY LIBRARY,FROSTBURG,MD
522187086,FRIENDS OF WESTBROOK SCHOOL FOUNDATION INC,BETHESDA,MD
520591602,FRIENDS SCHOOL OF BALTIMORE INC,BALTIMORE,MD
522012524,FRIENDS SHARE INC,COCKEYSVILLE,MD
474939882,FRONTLINE COMMUNITY HEALTH CENTER INC,GLENN DALE,MD
521839154,FSH MEDICAL STAFF SCHOLARSHIP FUND INC,LUTHERVILLE,MD
