EIN,Name,City,State
141722046,BERNARD AND ELLA SAUL CHARITABLE FOUNDATION,BALTIMORE,MD
274175734,BERNARD CENTER FOR WOMEN POLITICS & PUBLIC POLICY,POTOMAC,MD
521046302,BET YELADIM INC,COLUMBIA,MD
521837996,BETH TFILOH FOUNDATION INC,BALTIMORE,MD
526044544,BETHANY METHODIST CHURCH,ELLICOTT CITY,MD
520888335,BETHEL CORPORATION,HAGERSTOWN,MD
274147699,BETHEL WORLD OUTREACH CAPITOL CHURCH,SILVER SPRING,MD
611564443,BETHESDA CENTER FOR THE ADVANCEMENT IN RESEARCH,GAITHERSBURG,MD
526000192,BETHESDA CHEVY CHASE NURSERY SCHOOL INC,CHEVY CHASE,MD
520583872,BETHESDA CHEVY CHASE RESCUE SQUAD INC,BETHESDA,MD
522092719,BETHESDA COMMUNITY BASEBALL CLUB INC,BETHESDA,MD
260367153,BETHESDA ORTHOPAEDIC ALUMNIASSOCIATION,TOWSON,MD
237275613,BETHESDA-CHEVY CHASE MEALS ON WHEELS INC,CHEVY CHASE,MD
522239506,BETTERTON COMMUNITY DEVELOPMENT CORPORATION,BETTERTON,MD
820545816,BEYOND BOUNDARIES INSTITUTE,HUNT VALLEY,MD
522199161,BHA AUTOMOBILE MUSEUM INC,HUNT VALLEY,MD
275498598,BIBLE FOR FOOD RECOVERY INC,OLNEY,MD
520631265,BIG BROTHERS BIG SISTERS OF THE GREATER CHESAPEAKE INC,BALTIMORE,MD
362229561,BIOMEDICAL RESEARCH INSTITUTE,ROCKVILLE,MD
521931286,BIRTHRIGHT OF PRINCE FREDERICK,PRNC FREDERCK,MD
521109302,BITTINGER VOLUNTEER FIRE DEPT INC,BITTINGER,MD
113636020,BLACK AESTHETICS INSTITUTE INC,GREENBELT,MD
205602077,BLACK HOLE CREEK ENVIRONMENTALCONSERVANCY INC,PASADENA,MD
383699030,BLACKCHIEF OFFICERS COMMITTEE,PIKESVILLE,MD
522000008,BLACKSMITH GUILD OF CENTRAL MARYLAND INC,WESTMINSTER,MD
522088453,BLACOLOGY RESEARCH AND DEVELOPMENT INSTITUTE,FT WASHINGTON,MD
204655809,BLESSED HOPE HOUSE INCORPORATION,LUSBY,MD
521420138,BLUE WATER BALTIMORE,BALTIMORE,MD
861162123,BMENA FOUNDATION FOR THE FUTURE,LAUREL,MD
461542580,BMORE ARTISTS GUILD INC,CATONSVILLE,MD
582525956,BOB BIEDENKAPP SCHOLARSHIP FOUNDATION INC,SEVERNA PARK,MD
474699991,BOB KEMP LACROSSE CLASSIC INC,NORTH POTOMAC,MD
592698643,BON SECOURS - ST JOSEPH NURSING CARE CENTER INC,MARRIOTTSVL,MD
222754781,BON SECOURS HEALTH SYSTEM OF NJ INC,MARRIOTTSVL,MD
521442707,BON SECOURS HOUSING INC,BALTIMORE,MD
521732800,BON SECOURS OF MARYLAND FOUNDATION INC,BALTIMORE,MD
300014739,BOOKS FOR INTERNATIONAL GOODWILL INC,ANNAPOLIS,MD
522053987,BOONSBORO AREA ATHLETIC ASSOCIATION,BOONSBORO,MD
201691669,BOSTON TERRIER CLUB OF MARYLAND RESCUE TRUST,BALTIMORE,MD
521266828,BOWIE ALUMNI ASSOCIATION,BOWIE,MD
271352516,BOWIE BUSINESS INNOVATION CENTER INC,BOWIE,MD
454944869,BOWIE ELITE BASEBALL CLUB,BOWIE,MD
521956880,BOWIE REGIONAL ARTS VISION ASSOCIATION INC,ANNAPOLIS,MD
521874431,BOWLING BROOK PREPARATORY SCHOOL INC,WESTMINSTER,MD
520591572,BOY SCOUTS OF AMERICA,BALTIMORE,MD
520591630,BOY SCOUTS OF AMERICA,CUMBERLAND,MD
520591680,BOY SCOUTS OF AMERICA,HAGERSTOWN,MD
264371125,BOYS & GIRLS CLUBS OF METROPOLITAN BALTIMORE,BALTIMORE,MD
522145392,BOYS & GIRLS CLUBS OF SOUTHERN MARYLAND,NORTH BEACH,MD
521279693,BRAIN INJURY ASSOCIATION OF MARYLAND INC,GWYNN OAK,MD
521538366,BRANDYWINE LIONS CHARITIES FOUNDATION INC,CHELTENHAM,MD
270041255,BREAKTHROUGH BIBLE INSTITUTE COLLEGE INC,DISTRICT HTS,MD
521650829,BREAST CANCER AWARENESS CUMBERLAND VALLEY INC,HAGERSTOWN,MD
202756827,BREM FOUNDATION TO DEFEAT BREAST CANCER INC,PRNC FREDERCK,MD
113693289,BRIAN VAHALY BRIGHTER FUTURE FOUNDATION INC,ARNOLD,MD
562436138,BRIANNA ROSE COHEN FOUNDATION INC,OWINGS MILLS,MD
113545764,BRIDGE VIEW SCHOOL OF FINE ARTS,SILVER SPRING,MD
522272001,BRIDGES TO HEALTHCARE & WELLNESS INC,GLENN DALE,MD
261127757,BRIGHT EYES SANCTUARY INC,WILLIAMSPORT,MD
521405983,BROADMEAD MEDICAL SERVICES INC,COCKEYSVILLE,MD
521756893,BROADNECK ELEMENTARY PARENT TEACHER ORGANIZATION,ARNOLD,MD
521693189,BROADNECK MUSIC BOOSTERS INC,ANNAPOLIS,MD
461289442,BROOKLYN PARK SENIORS INCORPORATED,BROOKLYN,MD
760809262,BROTHERS FOR A CAUSE FOUNDATION INC,UPPR MARLBORO,MD
10912891,BROWN ADVISORY CHARITABLE FOUNDATION INC,BALTIMORE,MD
461022525,BROWN BOX THEATRE PROJECT INC,BERLIN,MD
521624367,BRUNSWICK HIGH SCHOOL ATHLETIC BOOSTERS INC,BRUNSWICK,MD
522104608,BRUNSWICK HIGH SCHOOL BAND BOOSTERS INC,BRUNSWICK,MD
521033479,BRYANT WOODS MONTESSORI CHILDRENS HOUSE INC,COLUMBIA,MD
521617564,BSH FOUNDATION INC,BALTIMORE,MD
522264894,BUCHANAN FAMILY FOUNDATION INC,POTOMAC,MD
753098811,BUCKSVILLE INC,LANDOVER HILLS,MD
526042656,BUDDIES INCORPORATED,BALTIMORE,MD
521833069,BUILDING A BETTER SANDTOWN COMMUNITY BABSC,WOODSTOCK,MD
270062946,BUILDING MEN FOR OTHERS MINISTRIES,HUNT VALLEY,MD
263461000,BURNING HEART MINISTRIES INC,BALTIMORE,MD
521863751,BURTONSVILLE ATHLETIC ASSOCIATION INC,SILVER SPRING,MD
520846078,BURTONSVILLE VOLUNTEER FIRE DEPARTMENT INC,BURTONSVILLE,MD
50604703,C & O CONSERVATION INC,WILLIAMSPORT,MD
461287655,C H A N G E INITIATIVE INC,UPPR MARLBORO,MD
208509380,C P L YOUTH CENTER,MYERSVILLE,MD
522260049,C R MORTON EVANGELISTIC MINISTRIES,BALTIMORE,MD
331200612,CAITLYN S VINCENT FOUNDATION INC,BALTIMORE,MD
770712653,CAKES FOR CAUSE,FREDERICK,MD
521702036,CALLIE CAT ADOPTIONS INC,BALTIMORE,MD
20626104,CALLOWAY STREET ONE INC,SALISBURY,MD
521370390,CALMRA INC - CHRISTIAN ASSISTED LIVING FOR MENTALLY RETARDED ADULT,BELTSVILLE,MD
364406559,CALVARY MINISTRIES-CAPRO USA,LAUREL,MD
270643804,CALVERT CANNONS SELECT LACROSSE INC,OWINGS,MD
521363427,CALVERT MARINE MUSEUM SOCIETY INC,SOLOMONS,MD
520591510,CALVERT SCHOOL INC,BALTIMORE,MD
753191040,CAMP KITTIMAQUUNDI INC,ROCKVILLE,MD
273065540,CAN DREAM FOUNDATION INC,HANOVER,MD
205940422,CANCERVE INC,PHOENIX,MD
270795390,CANINE CORPS DOG SANCTUARY INC,BRANDYWINE,MD
521108671,CAPE ST CLAIRE UNITED METHODIST CHURCH,ANNAPOLIS,MD
521339454,CAPITAL AIKIKAI INCORPORATED,SILVER SPRING,MD
521265325,CAPITAL PC USER GROUP INC,BROOKEVILLE,MD
134344396,CAPITAL REGION CHAPTER OF PROFESSIONAL WOMEN IN CONSTRUCTION,GAITHERSBURG,MD
264312410,CAPITALSOURCE CHARITABLE FOUNDATION,CHEVY CHASE,MD
