EIN,Name,City,State
202801578,ANNAPOLIS MUSICIANS FUND FOR MUSICIANS INC,ANNAPOLIS,MD
455615432,ANNAPOLIS NAVAL SAILING ASSOCIATION FOUNDATION INC,CROFTON,MD
237321514,ANNAPOLIS OPERA INCORPORATED,ANNAPOLIS,MD
273672057,ANNAPOLIS SHAKESPEARE COMPANY INC,ANNAPOLIS,MD
522274066,ANNAPOLIS SOCCER CLUB,ANNAPOLIS,MD
521800251,ANNAPOLIS SWIM CLUB,PASADENA,MD
526078381,ANNE ARUNDEL COMMUNITY COLLEGE FOUNDATION INC,ARNOLD,MD
521704047,ANNE ARUNDEL COUNTY BAR FOUNDATION INC,ANNAPOLIS,MD
521499357,ANNE ARUNDEL COUNTY STUDENTS CONSTRUCTION TRADES FOUNDATION INC,ODENTON,MD
273502329,ANNE ARUNDEL COUNTY WATERSHED STEWARDS ACADEMY INC,MILLERSVILLE,MD
521467734,ANNE ARUNDEL HEALTH CARE SVS INC,ANNAPOLIS,MD
521951681,ANNIE E CASEY FOUNDATION,BALTIMORE,MD
470908742,ANNIE MAE JENSON FOUNDATION INC,ELLICOTT CITY,MD
352481383,ANNS BACKYARD FOREST LTD,BETHESDA,MD
521502794,ANTHONY C BESCHE FOUNDATION INC,WALDORF,MD
522266405,ANTIOCHS HOPE CENTER INC,UPPR MARLBORO,MD
470825376,APACHE SOFTWARE FOUNDATION,FOREST HILL,MD
521336903,APLASTIC ANEMIA & MDS INTERNATIONAL FOUNDATION INC,BETHESDA,MD
10822220,APPENDICEAL CANCER ADVOCACY NETWORK INC,BETHESDA,MD
521062351,ARC OF SOUTHERN MARYLAND,PRNC FREDERCK,MD
520696197,ARC OF WASHINGTON COUNTY INC,HAGERSTOWN,MD
237336424,ARENA PLAYERS INC,BALTIMORE,MD
464599227,ARISE&FLOURISH,SILVER SPRING,MD
522023785,ARK CHILDRENS CENTER AT OAKDALE EMORY INC,OLNEY,MD
263904154,ARK OF HOPE COMMUNITY CENTER INC,BOWIE,MD
270120603,ART ON PURPOSE INC,BALTIMORE,MD
956702581,ARTISHIA AND FREDERICK JORDON SCHOLARSHIP FUND INC,BOWIE,MD
521086825,ARTS AND HUMANITIES COUNCIL OF MONTGOMERY COUNTY IN,SILVER SPRING,MD
522056349,ARTS EDUCATION IN MARYLAND SCHOOLS ALLIANCE INC,BALTIMORE,MD
371516235,ARTSTREAM INC,SILVER SPRING,MD
820555533,ARUNBHAI FOUNDATION INC,LA PLATA,MD
526054127,ARUNDEL VOLUNTEER FIRE DEPT INC,GAMBRILLS,MD
237123737,ASBESTOS WORKERS LOCAL NO 42 APPRENTICESHIP TRAINING FUND,COLUMBIA,MD
521862674,ASBURY FOUNDATION INC,GERMANTOWN,MD
521394413,ASCENSION HOMES INC,BALTIMORE,MD
521126145,ASHLEY INC,HVRE DE GRACE,MD
261782515,ASHMORE HOMES INC,ROCKVILLE,MD
464571073,ASIA PARTNERS,GERMANTOWN,MD
