EIN,Name,City,State
474877472,100 JESUS INC,SILVER SPRING,MD
521864759,1000 FRIENDS OF MARYLAND INC,BALTIMORE,MD
521486750,180 CLUB INC,HYATTSVILLE,MD
522037551,21ST CENTURY EDUCATION FOUNDATION INC,ANNAPOLIS,MD
521168151,32ND STREET FARMERS MARKET INC,BALTIMORE,MD
263620536,4K FOR CANCER INC,BALTIMORE,MD
521948508,7TH MARYLAND VOLUNTEER INFANTRY REGIMENT,GREENBELT,MD
273863184,A JAMES CLARK JR FAMILY FOUNDATION INC,BETHESDA,MD
521867830,A M I E INC,BALTIMORE,MD
43607400,A NEW FAITH COMMUNITY,BALTIMORE,MD
136128661,A R LANDSMAN FOUNDATION INC,CABIN JOHN,MD
711032161,A STEP CLOSER FOUNDATION INC,BALTIMORE,MD
520794020,A T & MARY H BLADES FOUNDATION INC,PRESTON,MD
522345144,A WIDER CIRCLE INC,BETHESDA,MD
522040073,AARON STRAUS AND LILLIE STRAUS FOUNDATION INC,BALTIMORE,MD
201579144,AARSAND FAMILY FOUNDATION,HUNT VALLEY,MD
521074916,ABC CHILD DEVELOPMENT CENTER,FEDERALSBURG,MD
237106281,ABERDEEN FIRE DEPARTMENT INCORPORATED,ABERDEEN,MD
520217685,ABINGDON FIRE COMPANY,ABINGDON,MD
611672758,ABOUT GIVING INC,GAITHERSBURG,MD
521720569,ABRAHAM AND FREIDA HOCHBERG FOUNDATION INC,ROCKVILLE,MD
520794107,ABRAHAM S AND MINNIE KAY FOUNDATION INC,SILVER SPRING,MD
454578586,ABUNDANT LIFE MINISTRIES INTERNATIONAL INC,LAUREL,MD
521596605,ABYC FOUNDATION INC,ANNAPOLIS,MD
201257409,ACACIA FOUNDATION,BETHESDA,MD
562329840,ACCESS INC,COLUMBIA,MD
810570492,ACCTION INC,BALTIMORE,MD
800641144,ACES INC,FREDERICK,MD
300507614,ACHARAI THE SHOSHANA S CARDIN LEADERSHIP DEVELOPMENT INSTITUTE,BALTIMORE,MD
271635830,ACHIEVING THE DREAM INC,SILVER SPRING,MD
521094661,ACORN HILL SCHOOL INCORPORATED,SILVER SPRING,MD
465667693,ACT4ACCOUNTABILITY,BOWIE,MD
