EIN,Name,City,State
521549873,CHRISTIAN YOUTH ATHLETICS,BALTIMORE,MD
271475637,CHRISTIANS CARE INTERNATIONAL,N BETHESDA,MD
521722094,CHRISTMAS IN APRIL ST MARYS COUNTY INC,MECHANICSVILLE,MD
463002874,CHRISTOPHER GRACE FOUNDATION INC,CATONSVILLE,MD
521686149,CHTJ SOUTHARD HOUSE MUSEUM INC,BETHESDA,MD
521100199,CHURCH HILL VOLUNTEER FIRE COMPANY INC,CHURCH HILL,MD
521917917,CHURCHES UNITED AGAINST AIDS BALTIMORE INCORPORATED,BALTIMORE,MD
270066751,CINDERELLA FOUNDATION,GREENBELT,MD
203005804,CITIZENS CARE & REHABILITATION CENTER FOUNDATION INC,HVRE DE GRACE,MD
521361765,CITIZENS FOR MARYLAND LIBRARIES,NEW WINDSOR,MD
521479114,CITY HOMES INC,BALTIMORE,MD
270600427,CITY NEIGHBORS HAMILTON INC,BALTIMORE,MD
743056870,CITY OF PEACE ENTERPRISES INC,FORT WASHINGTON,MD
521044385,CLARA BARTON DAY CARE CENTER INC,CABIN JOHN,MD
205122794,CLARENCE H DU BURNS MEMORIAL FUND INC,BALTIMORE,MD
526058340,CLARK-WINCHCOLE FOUNDATION,BETHESDA,MD
471085883,CLASSIC MOTOR MUSEUM OF ST MICHAELS INC,ST MICHAELS,MD
522042824,CLAUDIA MAYER BREAST CANCER FOUNDATION,COLUMBIA,MD
521961154,CLEAN FUELS FOUNDATION INC,BETHESDA,MD
800967333,CLEANING ANGELS INC,WALDORF,MD
650777985,CLEAR GENESIS INC,COLUMBIA,MD
526048093,CLOVERLAND FARMS FOUNDATION INC,BALTIMORE,MD
521597656,COALITION FOR THE CAPITAL CRESCENT TRAIL INC,BETHESDA,MD
521786538,COALITION OF GERIATRIC SERVICES,ELLICOTT CITY,MD
263725846,COASTAL LACROSSE CLUB,OCEAN CITY,MD
237249456,COCKEYSVILLE OPTIMIST FOUNDATION INC,COCKEYSVILLE,MD
205942882,COCKEYSVILLE VOLUNTEER FIRE COMPANYTRUST,COCKEYSVILLE,MD
132975806,COCO POINT FUND,CHEVY CHASE,MD
753062659,COL-KEL EDUCATION AND TRAINING MINISTRIES,SPRINGDALE,MD
900678392,COLDSPRING LANE NITEHAWKS,BALTIMORE,MD
522138205,COLESVILLE LIONS FOUNDATION INC,SILVER SPRING,MD
521062907,COLESVILLE MEALS ON WHEELS INC,SILVER SPRING,MD
521071218,COLGATE EASTPOINT RECREATION COUNCIL,ESSEX,MD
521888637,COLLECTIVE BANKING GROUP OF PRINCE GEORGES COUNTY AND VICINITY INC,RIVERDALE,MD
273268666,COLLEGE ATHLETE EMERGENCY ASSISTANCE FUND,ROCKVILLE,MD
262501435,COLLEGE IS COOL INC,UPPR MARLBORO,MD
522286530,COLLEGE PARK JUDO CLUB INC,ADELPHI,MD
208397764,COLLEGE PARK WRESTLING CLUB INC,COLLEGE PARK,MD
204499806,COLLEGETRACKS,BETHESDA,MD
264146513,COLLEGIATE COMMUNITY OUTREACH INC,ANNAPOLIS,MD
452444178,COLOMBIANOS EN BALTIMORE,LUTHERVILLE,MD
521203900,COLUMBIA AQUATICS ASSOCIATION INC,COLUMBIA,MD
522109326,COLUMBIA PARK CIVIC ASSOC INC,LANDOVER,MD
237347003,COLUMBIA YOUTH BASEBALL ASSOCIATION INCORPORATED,COLUMBIA,MD
205224836,COMBAT SOLDIER RECOVERY FUND,CHEVY CHASE,MD
450713981,COMMAND JOS ALUMNI OF NORTH AMERICA,HYATTSVILLE,MD
455219311,COMMIT FOUNDATION,BALTIMORE,MD
522149606,COMMON GROUND DANCE COMPANY,ANNAPOLIS,MD
521901674,COMMON GROUND ON THE HILL LTD,WESTMINSTER,MD
522072554,COMMUNITY ALTERNATIVE MEDIATION INC,FREDERICK,MD
521548433,COMMUNITY AND ETHNIC AFFAIRS ADVISORY COUNCIL OF PRINCE GEORGES,UPPR MARLBORO,MD
521257952,COMMUNITY CAPITAL OF MARYLAND INC,BALTIMORE,MD
943441303,COMMUNITY CARE & REHABITATIONS INC,SILVER SPRING,MD
202490268,COMMUNITY CONCERTS AT SECOND,BALTIMORE,MD
522042045,COMMUNITY CORRECTIONAL SERVICES COMMITTEE OF WASHINGTON CO MD INC,SMITHSBURG,MD
522004153,COMMUNITY DEVELOPMENT VENTURES INC,BALTIMORE,MD
412180263,COMMUNITY FINANCIAL AND YOUTH SERVICES CORPORATION,GLENARDEN,MD
521488711,COMMUNITY FOUNDATION OF FREDERICK COUNTY MARYLAND INCORPORATED,FREDERICK,MD
521772594,COMMUNITY FREE CLINIC INC,HAGERSTOWN,MD
521577696,COMMUNITY INITIATIVES INCORPORATED,BALTIMORE,MD
203210686,COMMUNITY MEDIATION OF ST MARYS COUNTY INC,LEONARDTOWN,MD
522086670,COMMUNITY MEDIATION PROGRAM INC,BALTIMORE,MD
522331215,COMMUNITY OF CONCERN INC,CHEVY CHASE,MD
237063697,COMMUNITY PLAYERS OF SALISBURY INC,SALISBURY,MD
371622532,COMMUNITY PRESERVATION & STEWARDSHIP CORPORATION,POTOMAC,MD
452635513,COMMUNITY SERVICES FOUNDATION,SEAT PLEASANT,MD
521452482,COMMUNITY SUPPORT SERVICES FOR THE DEAF INC,BALTIMORE,MD
522222832,COMMUNITY UNITY IN ACTION INC,CUMBERLAND,MD
463049352,COMPANION BRIDGE INC,MILLERSVILLE,MD
452673619,COMPASS ACADEMY INC,ABERDEEN,MD
311486126,CONCORDIA FOUNDATION,BALTIMORE,MD
526841579,CONGERGATION KNESETH ISRAEL ENDOWMENT TR,CROFTON,MD
521995759,CONGRESSIONAL CUP,POTOMAC,MD
581886223,CONSISTENT LIFE,SILVER SPRING,MD
481071194,COORDINATING COUNCIL FOR WOMEN IN HISTORY,CLARKSVILLE,MD
521931979,COPPIN HEIGHTS COMMUNITY DEVELOPMENT CORPORATION,BALTIMORE,MD
522042057,CORA & MURRAY SIMPSON FAMILY FUND INC,BETHESDA,MD
520796219,CORP FOR THE RELIEF OF WIDOWS & CHILDREN OF THE CLERGY,BALTIMORE,MD
521805946,CORPORATION FOR PUBLIC EDUCATION IN AMERICAN POPULAR MUSIC,ROCKVILLE,MD
521443708,CORSICA RIVER FOUNDATION INC,CENTREVILLE,MD
582329642,COUNCIL OF EWE ASSOCIATIONS OF NORTH AMERICA INC,SILVER SPRING,MD
521832831,COUNCIL OF THE OBSIDIAN,LANHAM,MD
