EIN,Name,City,State
522249500,THE COLLECTIVE FOR SOCIAL SERVICES INC,CHEVERLEY,MD
237279944,THE COLLEGE OF SOUTHERN MARYLAND FOUNDATION INC,LAPLATA,MD
520937644,THE COMMUNITY FOUNDATION OF HOWARD COUNTY INC,COLUMBIA,MD
521278291,THE COMMUNITY SCHOOL INC,BALTIMORE,MD
522172989,THE CONCERNED CITIZENS OF WOODBERRY ASSOCIATION,BALTIMORE,MD
521162216,THE CORDOVA VOLUNTEER FIREMEN ASSOCIATION INC,CORDOVA,MD
521933287,THE CORRECTIONAL EDUCATION ASSOCIATION INC,LAUREL,MD
521749045,THE CREDIT UNION FOUNDATION OF MD AND DC INC,COLUMBIA,MD
521122897,THE CRISFIELD HERITAGE FOUNDATION INC,PRINCESS ANNE,MD
521043396,THE DC CAPITAL AREA BRANCH OF THE INTERNATIONAL DYSLEXIA ASSOC INC,ROCKVILLE,MD
521880596,THE DEERWOOD FOUNDATION INC,PIKESVILLE,MD
901018293,THE DR HERLDLEEN RUSSELL MINISTRIES,UPPR MARLBORO,MD
521835729,THE DR MAXWELL HURSTON FAMILY FOUNDATION INC,SILVER SPRING,MD
521275627,THE ELIZABETH FLICK CHARITABLE FOUNDATION INC,OWINGS MILLS,MD
522041766,THE ETERNAL SPRING ASSOCIATION INC,FREDERICK,MD
541924794,THE EXPO,BETHESDA,MD
521110645,THE FAMILY TREE INC,BALTIMORE,MD
521774631,THE FERRIS FAMILY FOUNDATION,BETHESDA,MD
521907725,THE FOUNDATION FOR MARYLANDS FUTURE,FULTON,MD
237425256,THE FOUNDATION SCHOOLS,ROCKVILLE,MD
510637493,THE FOUNTAIN OF LIVING WATER MINISTRY,BOWIE,MD
521698761,THE FREDERICK CHILDRENS CHORUS INC,WOODSBORO,MD
521139025,THE FREDERICK COUNTY FARM MUSEUM ASSOCIATION,FREDERICK,MD
521935694,THE FUND FOR AFRICAN RELIEF AND EDUCATION,SILVER SPRING,MD
526333396,THE GARCHIK FAMILY FOUNDATION,BETHESDA,MD
300157394,THE GEORGE E BABYLON JR AND RUTH J BABYLON CHARITABLE FOUNDATION INC,BALTIMORE,MD
522143132,THE GREATER BALTIMORE BOARD OF REALTORS CHARITABLE FOUNDATION INC,TIMONIUM,MD
541370187,THE GREATER WASHINGTON CEILI CLUB CORPORATION,SILVER SPRING,MD
521342926,THE GURDJIEFF SOCIETY OF WASHINGTON D C,BETHESDA,MD
521942182,THE HANNAH MORE FOUNDATION INC,REISTERSTOWN,MD
522199375,THE HISTORIC ELK LANDING FOUNDATION INC,ELKTON,MD
43817491,THE HUMANE LEAGUE,ROCKVILLE,MD
521837078,THE INDEPENDENT JUNIOR FIRE ENGINE COMPANY NO 3 OF HAGERSTOWN,HAGERSTOWN,MD
631170979,THE INSTITUTION OF FIRE ENGINEERS UNITED STATES OF AMERICA BRANCH,CROFTON,MD
352346270,THE JACARANDA CENTER FOR FAMILY AND YOUTH DEVELOPMENT INC,COLUMBIA,MD
526905188,THE JAY AND CAROL JEAN YOUNG FOUNDATION,COCKEYSVILLE,MD
650167227,THE JEROME JACOBSON FOUNDATION INC,BETHESDA,MD
311475716,THE JOHNS HOPKINS PARKING CORPORATION,BALTIMORE,MD
521487633,THE JOSEPH AND ALMA GILDENHORN FOUNDATION,N BETHESDA,MD
200061083,THE JUDITH A LESE BREAST CANCER FOUNDATION INC,SILVER SPRING,MD
202849590,THE LACROSSE CLUB INC,BROOKLANDVL,MD
521186165,THE LAUREL ORATORIO SOCIETY INC,LAUREL,MD
521806903,THE LAUREL REGIONAL HOSPITAL FOUNDATION INC,LAUREL,MD
521410747,THE LEARNING TREE NURSERY SCHOOL OF CUMBERLAND INC,CUMBERLAND,MD
521236953,THE LISBON VOLUNTEER FIRE COMPANY,LISBON,MD
204820957,THE LLOYD SOCIETY INC,ROCKVILLE,MD
521917457,THE MA AND PA HERITAGE TRAIL INC,BEL AIR,MD
521615020,THE MARVIN SCHAPIRO FAMILY FOUNDATION INC,BALTIMORE,MD
204339852,THE MARYLAND JEWISH EXPERIENCE INC,COLLEGE PARK,MD
522155529,THE MARYLAND SHAKESPEARE FESTIVAL INC,FREDERICK,MD
522232384,THE MCFARLAND INSTITUTE INCORPORATED,SANDY SPRING,MD
262949637,THE MCMILLAN GROUP,DAYTON,MD
522191674,THE METROPOLITAN KAPPA YOUTH FOUNDATION INC,SILVER SPRING,MD
300354609,THE MILTON & LILLIAN DIENER FOUNDATION INC,POTOMAC,MD
521264334,THE MINIATURE PAINTERS SCULPTERS AND GRAVERS SOCIETY OF WASHINGTON,DUNKIRK,MD
526942243,THE MITCHELL PETERSEN FAMILY FOUNDATION,SHADY SIDE,MD
30612104,THE MORPHEUS FOUNDATION INC,BALTIMORE,MD
521862222,THE NATIONAL CAPITAL RADIO AND TELEVISION MUSEUM,BOWIE,MD
134218685,THE NATIONAL EDUCATION HEALTH AND HOUSING INSTITUTE INCORPORATED,SILVER SPRING,MD
526410942,THE NATIONAL SIKH CENTER TRUST,SILVER SPRING,MD
260864680,THE NYANYA PROJECT,SANDY SPRING,MD
300374897,THE PARKS FAMILY FOUNDATION INC,ANNAPOLIS,MD
521611434,THE PHASE FOUNDATION,GERMANTOWN,MD
522046127,THE PHILIP E AND HARRIET J KLEIN,BALTIMORE,MD
10549978,THE PLAN MINISTRIES INC,SUITLAND,MD
521762491,THE PLEASANT VALLEY COMMUNITY CENTER INC,OAKLAND,MD
521828837,THE PRODUCERS CLUB OF MARYLAND INC,BALTIMORE,MD
521296116,THE RAINBOW FUND,POTOMAC,MD
205492548,THE REAL LIFE RESOURCE CENTER INC,SUITLAND,MD
526040787,THE RICHARD EATON FOUNDATION INC,GAITHERSBURG,MD
841222776,THE RNA SOCIETY,BETHESDA,MD
521306181,THE ROHRERSVILLE CORNET BAND OF WASHINGTON COUNTY,ROHRERSVILLE,MD
521863369,THE SAMARITAN COMMUNITY INC,BALTIMORE,MD
651305611,THE SCARBOROUGH FOUNDATION INC,OWINGS MILLS,MD
61818759,THE SEED SCHOOL OF MARYLAND INC,BALTIMORE,MD
521790137,THE SELIKOFF FUND FOR ENVIRONMENTAL & OCCUPATIONAL CANCER RESEARCH INC,SOLOMONS,MD
521842801,THE SENIOR CONNECTION OF MONTGOMERY COUNTY INC,SILVER SPRING,MD
