EIN,Name,City,State
521263617,DODGE CHARITABLE TRUST,MECHANICSVLLE,MD
274520812,DOGS XL RESCUE INC,SILVER SPRING,MD
521795393,DOGWOOD HOUSING INC,ROCKVILLE,MD
331213124,DOLEMAN BLACK HERITAGE MUSEUM,HAGERSTOWN,MD
980135616,DOMINICAN FATHERS & BROTHERS PROVINCE OF NIGERIA INC,MT RANIER,MD
473199724,DON AND SANDY PYLE CHARITY FOUNDATION INC,STEVENSVILLE,MD
43663738,DONALD D ROGERS FOUNDATION INC,TOWSON,MD
452371899,DONNACIZE INC,BALTIMORE,MD
521827165,DOORSTEP MINISTRY FOUNDATION INC,RIDERWOOD,MD
522136560,DORAN FAMILY FOUNDATION INC,HUNTINGTOWN,MD
262752866,DORCHESTER COUNTY BOYS AND GIRLS CLUB INC,SALISBURY,MD
526019944,DOROTHY FRIEDMAN CAPLAN GUILD INC,BALTIMORE,MD
201058998,DORR FAMILY FOUNDATION,FREDERICK,MD
520884222,DOVE POINTE INC,SALISBURY,MD
262114871,DOWNTOWN BALTIMORE FAMILY ALLIANCE INC,BALTIMORE,MD
522310998,DR ALBERT A NWOKEUKU FOUNDATION INC,BALTIMORE,MD
522312432,DR AND MRS JAMES FRENKIL CHARITABLE FOUNDATION,TOWSON,MD
203373214,DRUG FREE LEBANON INC,TIMONIUM,MD
273638135,DUFFY IRISH DANCE FOUNDATION INC,GAITHERSBURG,MD
270053024,DUNDALK YOUTH SERVICES CENTER INC,DUNDALK,MD
364323490,DYNAMIC DIRECTIONS,ROCKVILLE,MD
521407417,DYSLEXIA TUTORING PROGRAM INC,BALTIMORE,MD
272166620,E-COLLABORATE,ROCKVILLE,MD
522145275,EAGLE NEST MINISTRIES INC,KINGSVILLE,MD
900883077,EAGLE STAR FOUNDATION INC,SALISBURY,MD
156024410,EARLY AMERICAN INDUSTRIES ASSOCIATION INC,HEBRON,MD
223878950,EARTHREPORTS INC,UPPR MARLBORO,MD
521676125,EAST ASIA RESEARCH INSTITUTE,POTOMAC,MD
520906413,EAST BALTIMORE COMMUNITY,BALTIMORE,MD
522198325,EAST COAST SAGE CIRCLE,CHELTENHAM,MD
520880523,EASTERN REGION PUBLIC MEDIA,KENSINGTON,MD
521700436,EASTERN SHORE BASEBALL FOUNDATION INC,SALISBURY,MD
510258753,EASTERN SHORE BLUEGRASS ASSOCIATION INC,GALENA,MD
201268681,EASTMAN CHARITABLE FOUNDATION INC,CHEVY CHASE,MD
208471012,EASTON ROCKS AFTER SCHOOL INC,EASTON,MD
522307426,EBED COMMUNITY IMPROVEMENT INC,LANHAM,MD
800324185,ECHELON ACADEMY INC,SANDY SPRING,MD
521517406,ECUNET INC,GLEN BURNIE,MD
521071185,EDGEMERE SPARROW POINT RECREATION AND PARKS COUNCIL,SPARROWS PT,MD
263498889,EDMONDSON VILLAGE COLLABORATIVE,BALTIMORE,MD
526411640,EDNA P JACOBSEN CHARITABLE TRUST FOR ANIMALS INC,KENSINGTON,MD
521644045,EDSAT INSTITUTE INC,CHEVY CHASE,MD
50624190,EDUCARE RESOURCE CENTER INC,FT WASHINGTON,MD
263373959,EDUCATION FOR ALL INC,ANNAPOLIS,MD
522264405,EDUCATIONAL OPPORTUNITY PROGRAM BALTIMORE INC,BALTIMORE,MD
556069479,EDWARD & SARA J MORAN SCHOLARSHIP TR,OAKLAND,MD
521047511,EDWARD A MYERBERG,BALTIMORE,MD
