EIN,Name,City,State
522001963,HANDS ACROSS THE AMERICAS INC,LUTHERVILLE,MD
204396762,HANDS IN MINISTRY INC,SALISBURY,MD
521103113,HANNAH MORE CENTER INC,REISTERSTOWN,MD
300218330,HARAMBEE COMMUNITY DEVELOPMENT CORPORATION,FT WASHINGTON,MD
522028924,HARARI AMERICAN COMMUNITY INC,FORT WASHINGTON,MD
260006476,HARBOR BANK OF MARYLAND COMMUNITY DEVELOPMENT CORPORATION,BALTIMORE,MD
521559140,HARBOR CITY SERVICES INC,BALTIMORE,MD
521041717,HARBOR SCHOOL CORPORATION,BETHESDA,MD
522045745,HARBOUR SCHOOL FOUNDATION INC,ANNAPOLIS,MD
451438340,HARCO HORNS YOUTH FOOTBALL CLUB INC,FOREST HILL,MD
521306096,HARFORD COMMUNITY ACTION AGENCY INC,EDGEWOOD,MD
522123851,HARFORD COMMUNITY TENNIS ASSOCIATION INC,BEL AIR,MD
521351798,HARFORD COUNTY EXTENSION ADVISORY COUNCIL INC,FOREST HILL,MD
61712382,HARFORD FRIENDS SCHOOL INC,FOREST HILL,MD
261684171,HARFORD HOCKEY ORGANIZATION INC,BALTIMORE,MD
521969642,HARFORD KICKS SOCCER CLUB,CHURCHVILLE,MD
520787473,HARKER PREPARATORY SCHOOL INC,IJAMSVILLE,MD
263185091,HARON DAHAN ENDOWMENT FUND FOR BETH TFILOH INC,BALTIMORE,MD
526035784,HARRIET LANE HOME FOR INVALID CHILDREN OF BALTIMORE CITY,FREELAND,MD
320290719,HARRISVILLE MALONE CEMETERY MAINTENANCE FUND INC,CAMBRIDGE,MD
526041298,HARRY & FAY BURKA FOUNDATION INC,ROCKVILLE,MD
520848408,HARRY & JEANETTE WEINBERG PLACE INC,BALTIMORE,MD
522075470,HARRY AND JEANETTE WEINBERG WOODS INC,BALTIMORE,MD
521123363,HARRY AND LEA GUDELSKY FOUNDATION INC,SILVER SPRING,MD
521515510,HARTLEY HALL SENIOR HOUSING INC,POCOMOKE CITY,MD
200632006,HARVEST CHAPEL MISSION INC,BEL AIR,MD
800547273,HARVEST COLLECTIVE INC,SILVER SPRING,MD
271048008,HAVEN MINISTRIES INC,CHESTER,MD
465504308,HCPI DEVELOPMENT FUND INC,BALTIMORE,MD
522011479,HEALING DIMENSIONS FOUNDATION INC,CATONSVILLE,MD
521576404,HEALTH CARE FOR THE HOMELESS INC,BALTIMORE,MD
611549388,HEALTHY HOWARD INC,LAUREL,MD
463020740,HEALTHY LIFE BEGINS INC,GAITHERSBURG,MD
264803105,HEAR THE DREAM FOUNDATION,ODENTON,MD
541783308,HEART SING,CHEVY CHASE,MD
274352352,HEARTS PLACE SERVICES INC,BALTIMORE,MD
841646097,HEAVENS ANGELS INC,RANDALLSTOWN,MD
530227814,HEBREW FREE LOAN ASSOCIATION OF DISTRICT OF COLUMBIA,ROCKVILLE,MD
521125864,HELP BY PHONE LTD,RIVERDALE,MD
521731832,HELPING HANDS ENRICHMENT AND LEADERSHIP FOUNDATION INC,COLUMBIA,MD
522273909,HELPING OTHER PEOPLE THROUGH EMPOWERMENT INC,BALTIMORE,MD
520635090,HELPING UP MISSION OF BALTIMORE CITY INC,BALTIMORE,MD
522202201,HEMINGWAY COMMUNITY DEVELOPMENT CORP,DISTRICT HTS,MD
526038384,HENRY AND RUTH BLAUSTEIN ROSENBERG FOUNDATION,BALTIMORE,MD
521317896,HENRY M JACKSON FOUNDATION FOR THE ADVANCEMENT OF MILITARY MEDICINE,BETHESDA,MD
510617247,HERALDS OF HOPE THEATRE COMPANY INC,SILVER SPRING,MD
311602562,HERBERT BEARMAN FOUNDATION INC,TIMONIUM,MD
521783763,HEREFORD SENIOR CENTER COUNCIL,MONKTON,MD
521578621,HERGET FOUNDATION,LUTHERVILLE,MD
520880429,HERITAGE HOUSING PARTNERS CORPORATION,COLUMBIA,MD
522056033,HERMAN AND SEENA LUBCHER CHARITABLE FOUNDATION INC,TOWSON,MD
920198357,HERMAN BERTHA & A FRIEDMAN COHEN FUND,NO BETHESDA,MD
204220947,HERMAN MARIL FOUNDATION INC,BALTIMORE,MD
