EIN,Name,City,State
61648544,ALBERT EINSTEIN HIGH SCHOOL BOOSTER CLUB,KENSINGTON,MD
521804684,ALBRIGHT FOUNDATION INC,ELLICOTT CITY,MD
208512281,ALEF BET MONTESSORI SCHOOL INC,BETHESDA,MD
521123370,ALEXANDER HOUSE INC,WILLIAMSPORT,MD
263594792,ALL FOR 1 SPORTS INCORPORATION,SILVER SPRING,MD
521656535,ALL HALLOWS MISSIONS INC,SILVER SPRING,MD
300281774,ALL KIDS CAN LEARN INTERNATIONAL INC,HVRE DE GRACE,MD
522292769,ALLEGANY COUNTY ANIMAL SHELTER MANAGEMENT FOUNDATION,CUMBERLAND,MD
521691005,ALLEGRI INTERNATIONAL FOUNDATION INC,POTOMAC,MD
237180628,ALLENTOWN ROAD VOLUNTEER FIRE DEPARTMENT INC,FT WASHINGTON,MD
521742079,ALLEY CAT ALLIES INCORPORATED,BETHESDA,MD
20550208,ALLIANCE FOR WORKPLACE EXCELLENCE INC,GAITHERSBURG,MD
721533414,ALLTOGETHER NETWORK INC,OWINGS MILLS,MD
521758660,ALLVIEW FOUNDATION INCORPORATED,COLUMBIA,MD
522350360,ALPHA OMEGA CLINIC AND CONSULTATION,BETHESDA,MD
521494012,ALPHA ZETA CHAPTER ZETA PHI BETA SORORITY INC,GWYNN OAK,MD
521007618,ALTERNATIVE PRESS CENTRE INC,BALTIMORE,MD
270004322,ALTUS WORLD MINISTRIES,EASTON,MD
522065700,ALUMINUM ANONYMOUS INC,CHESAPEAKE CY,MD
526035342,ALUMNAE ASSOCIATION OF ST TIMOTHYS SCHOOL AND HANNAH MORE ACADEMY INC,STEVENSON,MD
134059083,AMADOU DIALLO FOUNDATION INC,GAITHERSBURG,MD
200456831,AMAR KARTAR FOUNDATION INC,POTOMAC,MD
521622346,AMARYLLIS FOUNDATION INC,FREDERICK,MD
300501444,AMATEUR ATHLETIC UNION OF THE UNITED STATES,JEFFERSON,MD
562329611,AMATEUR ATHLETIC UNION OF THE UNITED STATES,ODENTON,MD
204477303,AMATEUR ATHLETIC UNION OF THE UNITED STATES INC,WESTMINSTER,MD
352379291,AMATEUR ATHLETIC UNION OF THE UNITED STATES INC,DISTRICT HTS,MD
473621243,AMATEUR ATHLETIC UNION OF THE UNITED STATES INC,FINKSBURG,MD
273821941,AMAZING FUTURES FOUNDATION INC,COLUMBIA,MD
383755965,AMERICA-CAMEROON MEDICAL LABORATORY FOUNDATION INC,LANHAM,MD
541376482,AMERICAN ALLIANCE FOR THEATRE AND EDUCATION,BETHESDA,MD
816099454,AMERICAN BELGIAN MALINOIS RESCUE TRUST,TILGHMAN,MD
522031814,AMERICAN BREAST CANCER FOUNDATION,COLUMBIA,MD
472663684,AMERICAN CENTER FOR INVESTIGATIVE CARDIOLOGY,SILVER SPRING,MD
521489614,AMERICAN CHESTNUT LAND TRUST INC,PRNC FREDERCK,MD
830403420,AMERICAN CHINESE SCHOOL,SILVER SPRING,MD
237359759,AMERICAN COLLEGE DANCE ASSOCIATION INC,ROCKVILLE,MD
20535267,AMERICAN COLLEGE OF OSTEOPATHIC INTERNISTS INC,ROCKVILLE,MD
262998289,AMERICAN COMMUNITIES TRUST INC,BALTIMORE,MD
521935826,AMERICAN DREAM HOUSES ASSOCIATION INC,BALTIMORE,MD
540683803,AMERICAN FISHERIES SOCIETY INC,BETHESDA,MD
112891223,AMERICAN FRIENDS OF MELITZ,BALTIMORE,MD
452688006,AMERICAN FRIENDS OF RABBI MEIR SCHUSTERS HERITAGE HOUSE INC,BALTIMORE,MD
510211993,AMERICAN HIKING SOCIETY,SILVER SPRING,MD
521567302,AMERICAN INDIAN INTER TRIBAL CULTURAL ORGANIZATION INC,ROCKVILLE,MD
237148063,AMERICAN INSTITUTE OF ULTRASOUND IN MEDICINE,LAUREL,MD
530215408,AMERICAN LATVIAN ASSOCIATION IN THE UNITED STATES INC,ROCKVILLE,MD
521615853,AMERICAN MEDICAL INFORMATICS ASSOCIATION INC,BETHESDA,MD
351058129,AMERICAN MEDICAL WRITERS ASSOCIATION,ROCKVILLE,MD
486107868,AMERICAN MUSIC THERAPY ASSOCIATION,SILVER SPRING,MD
131893924,AMERICAN NURSES FOUNDATION INC,SILVER SPRING,MD
530204660,AMERICAN PHYSIOLOGICAL SOCIETY,BETHESDA,MD
462098167,AMERICAN SOCIETY FOR MENS HEALTH INC,LINTHICUM,MD
452473558,AMERICAN SOCIETY FOR NUTRITION FOUNDATION INC,ROCKVILLE,MD
521161382,AMERICAN SOCIETY FOR PARENTERAL &,SILVER SPRING,MD
753029103,AMERICAN SOCIETY FOR PHOTOGRAMMETRY AND REMOTE SENSING INC,BETHESDA,MD
133177396,AMERICAN SOCIETY OF ADDICTION MEDICINE INC,ROCKVILLE,MD
526059291,AMERICAN SOCIETY OF HEATING REFRIGERATING & A-C ENGINEERS,LUTHVLE TIMON,MD
521826859,AMERICAN WHEAT MISSION INC,ROCKVILLE,MD
521382250,AMERICANS FOR UNESCO,BETHESDA,MD
850376611,AMIGOS DE BOLIVIA & PERU,GLEN ECHO,MD
371568787,AMPHIBIAN AND REPTILE CONSERVANCY INC,EASTON,MD
521151181,AMVETS CHARITIES INC,LANHAM,MD
200908039,AMVETS POST NO 9 SCHOLARSHIP FUND INC,MIDDLETOWN,MD
462712128,ANA A BRITO FOUNDATION,GAITHERSBURG,MD
237121879,ANANDA MARGA INC,SILVER SPRING,MD
521056494,ANANDA MARGA INC,SILVER SPRING,MD
472445448,ANANTHA NARAYANA FOUNDATION INC,SALISBURY,MD
202988084,ANDERSON FAMILY FOUNDATION INC,PHOENIX,MD
237428307,ANDOVER FOOTBALL LEAGUE INCORPORATED,LINTHICUM HTS,MD
526405386,ANDREW MAGUIRE SAUL FUND,BETHESDA,MD
463765911,ANEW INSPIRED CHANGE ORGANIZATION,UPPR MARLBORO,MD
201633110,ANGELS,ELKTON,MD
271823734,ANGELS SUPPORTING YOUR TROOPS INC,BALTIMORE,MD
522313863,ANIMAL WELFARE LEAGUE OF FREDERICK COUNTY,FREDERICK,MD
520594866,ANIMAL WELFARE SOCIETY OF HOWARD COUNTY INC,COLUMBIA,MD
521392610,ANNA PRAYER COUNSELING INC,FREDERICK,MD
272844579,ANNAPOLIS DRAGON BOAT FOUNDATION INC,ANNAPOLIS,MD
743082381,ANNAPOLIS LONDON TOWN & SOUTH COUNTY HERITAGE AREA,ANNAPOLIS,MD
526078380,ANNAPOLIS SUMMER GARDEN THEATRE INC,ANNAPOLIS,MD
521845816,ANNE ARUNDEL CONFLICT RESOLUTION CENTER INC,ANNAPOLIS,MD
521660473,ANNE ARUNDEL COUNTY FOOD BANK INC,CROWNSVILLE,MD
521881240,ANNE ARUNDEL COUNTY MENTAL HEALTH AGENCY INC,ANNAPOLIS,MD
205804064,ANNE ARUNDEL COUNTY PUBLIC LIBRARYFOUNDATION INC,ANNAPOLIS,MD
521528929,ANNE ARUNDEL COUNTY TRUST FOR PRESERVATION INC,ANNAPOLIS,MD
461063607,ANNE ARUNDEL FOSTER GRANDPARENT PROGRAM INC,ANNAPOLIS,MD
521722088,ANNE ARUNDEL GENERAL TREATMENT SERVICES INC,ANNAPOLIS,MD
521169362,ANNE ARUNDEL MEDICAL CENTER INC,ANNAPOLIS,MD
522359350,ANNE ARUNDEL WORKFORCE DEVELOPMENT CORPORATION INC,MILLERSVILLE,MD
522201203,ANNESLIE ST JAMES FOUNDATION INC,BALTIMORE,MD
521528436,ANNETTE M AND THEODORE N LERNER FAMILY FOUNDATION INC,ROCKVILLE,MD
521308585,ANSARY FOUNDATION INC,BETHESDA,MD
521074713,ANTIETAM RADIO ASSOCIATION INC,HAGERSTOWN,MD
20649804,ANTON SAMUEL FAMILY FOUNDATION INC,BALTIMORE,MD
521248820,ANXIETY AND DEPRESSION ASSOCIATION OF AMERICA,SILVER SPRING,MD
208817225,AOPA FOUNDATION,FREDERICK,MD
263928756,APOSTOLIC FELLOWSHIP MINISTRIES,HYATTSVILLE,MD
521157064,APPALACHIAN PARENT ASSOCIATION INC APPALACHIAN CROSSROADS,OAKLAND,MD
521575759,APPLIED COMPUTER SECURITY ASSOCIATES INC,SILVER SPRING,MD
352332908,ARAB AMERICAN ASSOCIATION FOR ENGINEERS & ARCHITECTS INC,ELLICOTT CITY,MD
