EIN,Name,City,State
510549016,CHESAPEAKE SHEPARD & K-9 RESCUE INC,ANNAPOLIS,MD
710941796,CHESAPEAKE SPEECH INC,ELLICOTT CITY,MD
900880139,CHESAPEAKE SYNCHRONIZED SKATING INC,LUTHERVILLE,MD
260506869,CHESAPEAKE VICTORIES INC,CHURCH HILL,MD
237372534,CHESAPEAKE WATER ENVIRONMENT ASSOCIATION INC,MARRIOTTSVILLE,MD
541937386,CHESAPEAKE WOMENS ICE HOCKEY CLUB,GAMBRILLS,MD
202890101,CHESED FUND LIMITED,BALTIMORE,MD
204710139,CHESSIE FOUNDATION INC,CHEVY CHASE,MD
270204031,CHEVY CHASE AT HOME,CHEVY CHASE,MD
521468525,CHILD CARE FOUNDATION INC,KINGSVILLE,MD
264595150,CHILD HEALTH AND ACADEMIC FOUNDATOIN,GERMANTOWN,MD
461052332,CHILD STEPS INTERNATIONAL INC,BELTSVILLE,MD
520634411,CHILDRENS GUILD INC,BALTIMORE,MD
541434743,CHILDRENS MEDICAL MINISTRIES,CROFTON,MD
521399371,CHILDRENS RIGHTS COUNCIL,LANHAM,MD
526009757,CHILDRENS THEATER ASSOCIATION INC,BALTIMORE,MD
521149031,CHILLUM YOUTH PROJECT INCORPORATED,MT RAINIER,MD
520575305,CHIMES INC,BALTIMORE,MD
521773885,CHIMES METRO INC,BALTIMORE,MD
454826283,CHIN ASSOCIATION OF MARYLAND INC,ELKRIDGE,MD
272030613,CHINA VITAE,BETHESDA,MD
273174101,CHINESE ALUMNI ASSOCIATIONS OF GREATER WASHINGTON DC INC,CLARKSBURG,MD
743143079,CHINESE AMERICAN SENIOR SERVICES ASSOCIATION INC,ROCKVILLE,MD
521307918,CHINESE CULTURE AND COMMUNITY SERVICE CENTER INC,GAITHERSBURG,MD
471702764,CHINOOK PERFORMANCE RACING,MILLINGTON,MD
134213387,CHOCOLATE CHIP DALMATIAN LEAGUE,ADELPHI,MD
800261322,CHOICES TRANSITIONAL HOUSING FOR MEN,CAPITOL HGTS,MD
521761405,CHOICEWORK INSTITUTE INC,BALTIMORE,MD
542086410,CHOOSE LIFE OF MARYLAND INC,GAMBRILLS,MD
521854414,CHRIST CHURCH CHILDRENS CENTER INCORPORATED,BETHESDA,MD
520963841,CHRIST CHURCH HARBOR APT INC,BALTIMORE,MD
474771011,CHRIST TEMPLE MINISTRIES BEAUTY FOR ASHES RESOURCE CENTER INC,PIKESVILLE,MD
830427806,CHRISTALIS INC,BURTONSVILLE,MD
61738894,CHRISTIAN COMPASSION INTERNATIONAL,SILVER SPRING,MD
141967682,CHRISTIAN OUTREACH CENTER INC,GERMANTOWN,MD
383765780,CHRISTIAN RADIO COALITION INC,THURMONT,MD
521165549,CHRISTIAN SERVICES OF HOWARD COUNTY INC,SIMPSONVILLE,MD
431962796,CHRISTIANA HOME SCHOOL ACADEMY INC,UPPERCO,MD
521663810,CHRISTMAS IN APRIL CHARLES COUNTY INC,WALDORF,MD
272985615,CHRISTMAS PROJECT INC,GLENWOOD,MD
562548298,CHRISTOPHER M AND JENNIFER L YOUNG FAMILY FOUNDATION,CROWNSVILLE,MD
465138942,CHRYSOLITE CHARITY INC,BOWIE,MD
520651674,CHURCH OF THE BRETHREN OF FREDERICK,FREDERICK,MD
521932138,CHURCH OF THE OLIVE BRANCH INC,CLINTON,MD
753080926,CHURCH RESOURCE CENTER,SILVER SPRING,MD
274408407,CHURCHES FOR THE STREETS OF HOPE,ESSEX,MD
273358522,CHURCHILL CREW INC,POTOMAC,MD
300717725,CIRCLE OF FRIENDS ASSOCIATION CORPORATION,BOWIE,MD
43146345,CITI MINISTRIES INC,BOWIE,MD
521324619,CITIZENS CONCERNED FOR A CLEANER COUNTY INCOPORATED,LARGO,MD
263330596,CITIZENS PLANNING AND HOUSING ASSOCIATION INC,BALTIMORE,MD
272955858,CITY NEIGHBORS HIGH SCHOOL,BALTIMORE,MD
521744007,CITY OF BALTIMORE DEVELOPMENT CORPORATION,BALTIMORE,MD
273193858,CITYWIDE SPECIAL EDUCATION ADVOCACY PROJECT,BALTIMORE,MD
521925614,CIVIC WORKS INC,BALTIMORE,MD
521999796,CLAN SHAW SOCIETY,OLNEY,MD
522333581,CLANCY WORKS INC,SILVER SPRING,MD
133534434,CLARA ELIZABETH JACKSON CARTER FOUNDATION,HYATTSVILLE,MD
463937338,CLARKSBURG COMMUNITY ASSISTANCE NETWORK INC,CLARKSBURG,MD
522008317,CLASSIC GIRLS BASKETBALL INC,ROCKVILLE,MD
900944461,CLASSICAL BALLET THEATRE OF MARYLAND INC,COLUMBIA,MD
460662328,CLAY FOUNDATION INC,POTOMAC,MD
521840951,CLEAR SPRING ATHLETIC BOOSTERS,CLEAR SPRING,MD
521192136,CLEAR SPRING DISTRICT HISTORICAL ASSCIATION INC,CLEAR SPRING,MD
203223430,CLERGY BEYOND BORDERS INC,CHEVY CHASE,MD
522256618,CLIFTON FOUNDATION INC,CHESTERTOWN,MD
800604731,CLIFTON PARK BAPTIST CHURCH CHRISTIAN ACADEMY,SILVER SPRING,MD
520796007,CLINTON VOLUNTEER FIRE DEPT INC,CLINTON,MD
521960379,CLOVILLE HOMES INC,BALTIMORE,MD
272525099,CLUB FOUNDATION INC,BETHESDA,MD
453076342,COACH DOUG ACADEMY INC,GAITHERSBURG,MD
273406066,COALITION FOR HOME OWNERSHIP PRESERVATION IN PRINCE GEORGES COU,RIVERDALE,MD
464531506,COALITION FOR PUBLIC SAFETY TRAINING IN SCHOOLS,FT WASHINGTON,MD
800090702,COALITION OF ADOPTION PROGRAMS INC,UPPR MARLBORO,MD
300091390,COALITION OF URBAN AND METROPOLITAN UNIVERSITIES,TOWSON,MD
521761429,COCKEYSVILLE RECREATION AND PARKS COUNCIL,COCKEYSVILLE,MD
521272231,COCKEYSVILLE SENIOR CENTER COUNCIL,COCKEYSVILLE,MD
462234897,CODE IN THE SCHOOLS INC,BALTIMORE,MD
520782152,COFFMAN NURSING HOME INC,HAGERSTOWN,MD
204071618,COHEN FOUNDATION OF MARYLAND INC,BETHESDA,MD
266001829,COILE FOUNDATION,SEVERNA PARK,MD
521573280,COLA INC,COLUMBIA,MD
800875539,COLA RESOURCES INC,COLUMBIA,MD
521746274,COLESVILLE COUNCIL OF COMMUNITY CONGREGATIONS INCORPORATED,SILVER SPRING,MD
454202173,COLLEGE GIRL INC,BELCAMP,MD
521967849,COLLEGE OF LABOR AND EMPLOYMENT LAWYERS INC,ANNAPOLIS,MD
520854280,COLLEGE PARK NURSERY SCHOOL INC,COLLEGE PARK,MD
203675989,COLLEGIATE DIRECTIONS INCORPORATED,BETHESDA,MD
237204516,COLLEL BAYIT VEGAN FOUNDATION INC,BALTIMORE,MD
521645611,COLLINGTON RESIDENTS ASSOCIATION INC,MITCHELLVILLE,MD
521739469,COLLINGTON SQUARE NON PROFIT CORPORATION,BALTIMORE,MD
141860461,COLOMBIA PROGRESA CORPORATION,BETHESDA,MD
521167569,COLUMBIA CHAMBER ORCHESTRA OF HOWARD COUNTY,ELLICOTT CITY,MD
461508330,COLUMBIA DOWNTOWN HOUSING CORPORATION,COLUMBIA,MD
